Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sara Jost,,,,,,,4:38.10,4:38.84,,4:33.74,,4:38.98,4:54.82,,
Selina Lerch,,,,,,,,,,5:32.90,,,,,
Fiona Gonzalez,,,,,,,,,,,5:34.47,6:14.11,,,
Andrea Eck,,4:56.66,,,,,,,,,,,,,
Fabienne Schlumpf,5:13.04,4:53.73,4:42.55,4:48.79,4:31.38,4:29.31,4:34.24,4:26.35,4:22.89,,4:25.58,,4:17.33,,4:14.29
Sarah Thierstein,,5:10.47,,,,,,,,,,,,,
Noémie Vouillamoz,,5:29.23,5:07.12,5:14.78,,,,,,,,,,,
Jasmin Hangartner,,,5:19.67,4:56.19,4:48.70,4:49.53,4:58.51,,,,,,,,
Alexandra Bieri,4:53.29,,,4:35.06,4:35.56,4:39.17,4:44.47,4:41.36,4:43.18,4:41.52,,,,,
Noemi Caaveiro,,6:20.03,,,,,,,,,,,,,
Gloria Jametti,,,,,,,5:37.17,,,,,,,,
Julie Demarne,,,,5:35.20,5:23.11,,,,,,,,,,
Livia Häfliger,,,,5:25.33,,,,,,,,,,,
Vivianne Rutz,,,,,,,,,,,,,,,5:19.94
Katharina Schön,,,,,,,,,,,,,5:04.23,4:53.88,4:57.07
Lea Pfister,,,,,,,,,,,,,,,5:19.46
Alina Pochon,,,,,,,,5:16.34,5:10.28,5:08.05,4:59.96,,5:17.83,,
Delia Scherrer,,,,,4:59.29,4:53.04,4:45.79,4:48.54,4:41.59,4:44.89,,4:37.95,4:35.61,4:30.64,4:24.78
Louise Grounauer,,,,,,,,,,,,,5:26.65,,
Chiara Scherrer,,,,,,4:54.73,4:44.69,4:41.94,4:42.61,4:40.14,,4:27.50,4:18.20,4:26.89,4:16.75
Rahel Meili,,,,,,,,,4:56.38,,,4:50.38,,,
Amélie Parolini,,,,,,,,,,,5:12.22,,,,
Naïla Sahbane,,,,,,,,,,,,,,,5:09.92
Laura Giudice,,,,,,,,,,4:42.61,,4:28.24,4:27.86,4:27.17,4:27.61
Jana Schneuwly,,,,,,,5:04.31,5:07.40,5:20.01,,,,,,
Aurélie Wälti,,,,,,,,,,5:40.24,5:31.56,5:40.17,5:36.36,,
Valérie Graff,,5:03.27,,,,,,,,,,,,,
Léane Parrat,,,,,,,,,,,5:19.78,,,,
Kathrin Pflugi,,5:02.39,,,,,,,,,,,,,
Coralie Drion,,,,,,,,,,,5:05.66,,,,
Paula Merkle,,,,,,,,,,,,,,,6:18.79
Soraya Arrigoni,5:47.69,5:57.81,6:11.76,6:06.41,6:11.80,,,,,,,,,,
Ramona Rieder,,,,,,,,5:10.25,,,,4:58.03,,,4:49.84
Fabiana Wieser,,,,,,,,,,,,4:44.54,,,
Seraina Ummel,,,,,,5:15.69,5:33.99,,,,,,,,
Andrea Koster-Trachsler,,,,,6:55.60,6:53.29,,6:24.54,6:51.46,,,,,,
Laura Balmer,,,,,,,,,,,,,6:00.62,,
Emma Schaertlin Coffey,,,,,,,,,,,,,5:09.53,5:27.33,5:03.29
Jeanne Wildisen,,,,,,,,5:03.67,5:03.02,4:56.78,4:52.09,4:48.21,4:53.97,4:49.87,
Seraina Badertscher,4:43.90,,,4:52.66,,,,,,,,,,,
Martina Brühlmann,,6:06.70,,,,,,,,,,,,,
Jessica Fragnière,,,,5:43.98,,,,,,,,,,,
Fiona Kierdorf,,,,,,,,,,4:30.32,4:32.02,4:34.16,,,
Anna Debelic,,,,,,,,,,,,,,5:14.32,
Aurora De Marco,,,,,,,,,,,,,,,5:23.58
Mélanie Gapany,,,,5:42.68,,,,,,,,,,,
Anna Franzen,,,,,,,,,,,,5:18.13,,,
Deborah Vauthey,,,,,,,5:01.82,,,,,,,,
Mirjam Niederberger,,,,4:56.19,4:42.95,4:45.51,,,,,,,,,
Olivia Krattinger,,,,5:21.69,5:05.75,5:05.08,,5:04.68,,,,,,,
Ramona Teller,,,,,4:50.96,4:44.24,4:43.78,4:39.69,4:36.75,,,,,,
Katja Hacksteiner,,,,,,5:28.37,5:14.53,5:30.57,,5:12.50,5:17.00,4:48.29,4:49.41,4:51.28,4:59.20
Chantal Tenthoret,,,,,,,,4:49.28,,,,,,,
Mara Durrer,,,,,,,,,,,,,,,5:09.39
Sarah Geissmann,,,,,,,,,,,5:31.45,,,,
Ursina Gubler,,5:25.75,5:26.33,,,,,,,,,,,,
Loriana De Martin,,,,,,,4:51.83,5:07.16,5:11.79,,,,,,
Nadja Rüdisüli,5:00.96,4:53.02,5:12.05,,5:11.11,,,,,,,,,,
Larissa Arnold,,,,,5:18.32,5:18.99,5:03.06,4:59.56,5:02.93,5:02.53,,,,,
Janine Hubschmid,4:53.27,,,,,,,,,,,,,,
Raja Aellig-Urner,4:58.16,5:00.54,5:03.03,4:56.25,4:58.70,4:56.21,,,,,,,,,
Carlina Schwartz,,,,,,,,,,,6:23.04,6:30.81,,,
Mirjam Werner,,5:20.34,,,,,,,,,,,,,
Marianne Kämpf,,,,,,,,,,5:07.60,,,,,
Nina Villiger,,,,,,,,,,,,,,,4:44.33
Robine Bodenmann,,,,,,,,,5:21.37,5:31.59,5:33.62,,,,
Anja Ringgenberg,,,,,,,,5:19.42,5:11.57,5:06.18,5:01.17,4:54.53,,,
Lara Droz,,5:14.16,,5:05.09,5:22.48,,,,,,,,,,
Annika Vetterli,,,,,,,,,,5:06.48,5:04.16,4:59.29,5:07.93,5:03.27,4:54.66
Silvia Vanzetti,,,,4:58.14,4:53.97mM,,,,,,,,,,
Katja Trabold,,,,,,,5:06.10,,,,,,,,
Kerstin Aebersold,,,,,,,,,,,,,5:21.86,5:03.12,4:51.26
Rachelle Bumann,,,5:08.87,,,,,,,,,,,,
Carolina Hernandez-Pita,,,,,,,,,,4:55.21,4:58.31,,4:53.27,4:31.55,
Cécile Trottet,,,,,,,,5:20.79,,,,,,,
Amandine Stettler,,,,,,,,,,,,,,4:54.03,5:07.70
Amélie Bertschy,,,,,,4:56.37,5:07.09,,,,,,,,
Carla Wüthrich,,,,,,,,,,,5:10.00,5:03.52,4:57.01,4:58.56,
Clara Benador,,,,,,,,5:44.71,,,,,,,
Daniela Zimmermann,,,,,,5:56.20,5:50.43,,,,,,,,
Lea Baltiswiler,,,,,,,,,,,,6:39.62,,,
Fabiola Erbetta,,,,,,,,,,,,,,,5:32.08
Géraldine Fournier,,,,,,,,,,,,,5:20.23,,
Louise Bonny,,,,,,,,,,,,,6:43.82,,
Daniela Thoma,,,,5:17.34,,,,,,,,,,,
Fiona Héritier,,,,,,5:28.14,5:14.63,,5:06.82,,4:53.61,4:41.97,4:44.65,4:44.79,
Sina Sprecher,,,,,,,,,,4:46.19,4:44.60,4:28.53,4:35.22,4:33.25,
Samanta Pfister,,,,,,,,,,6:41.60,7:03.91,7:03.79,,7:28.93,
Nadine Stähli,,,,,,,,,,,5:51.12,,,,
Anja Rossetti,,,5:09.58,5:29.14,5:19.16,,5:27.63,,,,,,,,
Danja Bühlmann,,,5:27.50,,,5:17.98,,,5:02.26,4:49.17,,4:51.51,,,
Simone Cerny,4:58.31,,,,,,,,,,,,,,
Miryam Mazenauer,,,,,,,,,6:26.79,6:13.02,,,,,
Adele Felice,,,,,,,,,,,,,,,5:19.35
Ella Filipovic,,,,,,,,,,4:54.76,4:51.59,,,,
Monika Oberlin,4:49.03,4:46.86,,4:45.19,4:32.13,4:38.03,,,,,,,,,
Daphne Bösch,,,,,,,5:19.01,,5:28.46,,,,,,
Andrea Marquart,,,,,,,,,5:07.57,,,,,,
Melanie Horisberger,,,,,,,,,,,,,,5:00.97,
Khaoula Rharroubi,,,,,,,,,4:48.38,,,,,,
Michelle Bossart,,,,,,,,,,,,,4:47.70,,
Tamara Roth,,5:24.82,,,,,,,,,,,,,
Laurinda Da Veiga,6:14.99,,,,,,,,,,,,,,
Anna Spescha,,,,,,6:04.50,,6:11.95,,,,,,,
Christiane Berset Nuoffer,,5:12.86,,,,,,,,,,,,,
Samira Schnüriger,,,,,,,,,,,,,4:52.98,,
