Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nicola Hagger,,,,,,,,,,4:34.67,4:18.35,4:12.31,4:16.00,4:16.28,
Derek Buccassi,,,,,,,,,,,4:25.10,4:07.32,4:02.39,4:01.72,
Yanick Stalder,,,,,,,,,,,5:13.81,,,,
Lukas Beer,,,,,,,,,,,,,5:20.32,,
Numa Cariboni,,,,,,,,,,,,,,,4:33.23
Joël Peter,,,,4:58.58,4:53.43,,,,,,,,,,
Yonas Anemia,,,,,,,,4:56.78,,,,,,,
Robin Walter,,,,,5:17.69,,,,,,,,,,
Remo Blättler,,,,,,,,4:45.18,4:30.55,4:21.68,4:26.22,,,,
Pavel Malach,,,,,,4:56.94,4:56.61,,,,,,,,
Ismaïl Sahbane,,,,,,,,,,,,4:31.79,4:15.57,4:09.21,
Thomas Schulze,5:32.24,,,,,,,,,,,,,,
Tiziano Zarro,,,,,5:12.97,,,,,,,,,,
Simon Waldis,4:06.65,4:12.45,,,,,,,,,,,,,
Sylvain Grandjean,5:02.00,,5:26.87,,,,,,,,,,,,
Augustin Lathion,,,,,,,,,,,,,5:23.17,,
Roman Jäger,4:42.24,4:46.19,4:46.72,,,,,,,,,,,,
Lars Meyer,,,,,,,,,,,,,5:05.54,,
Elpidio Janiello,,,,,7:00.34,,,7:37.50,,,,9:08.11,,,
Fabio Rohrer,,,,,5:05.76,4:52.31,,,,,,,,,
David Fuentes,,,,4:59.95,,,,,,,,,,,
Fabian Ambühl,,,,,,,,,5:06.94,,,,,,
Célien Melly,,,,,,,,,,,4:31.01,4:12.76,,,
Marco Delorenzi,,,,,,,,,,,,4:57.38,,,4:21.21
Mario Bünter,,,,,,,,4:46.91,,,,,,,
Aaron Müller,,,,,,,,,,,,,,,5:22.33
Stefano Rossetti,,,,,,,,5:14.87,,,,,,,
Emanuel Schönbächler,,,,,,,,,,4:17.96,4:05.12,3:59.29,,,
Valentin Egger,,,,,,,,,,,,,,4:19.90,4:25.29
Arnaud Monney,,,,,,,,,,,,,,,4:20.17
Eddy Ribeaud,,,,,,,,,,,4:57.04,4:57.12,,4:58.32,
Stefan Bucher,,4:44.58,4:38.44,4:40.18,,,,,,,,,,,
Mario Schär,4:17.69,,,,,,,,,,,,,,
Jonas Zimmerli,,5:02.62,4:49.64,,4:58.95,,,,,,,,,,
Michael Kraft,5:05.12,4:53.96,4:52.47,4:45.74,4:53.14,5:00.56,,,,,,,,,
Bastien Stampone,,,,,,,,,,,,,,4:48.32,
Luca Jost,,,,,,,,,,4:18.40,,4:09.81,,4:10.54,
Lukas Vögtli,,,,,,,,,,,4:22.90,4:16.50,,,
Cyril Martin,,,,,,,,4:17.57,4:20.59,,,,,,
Marvin Bonani,,,,,,,,,,,5:22.14,,,,
Tobias Brunner,4:31.65,,,,,,4:25.60,4:23.86,4:17.15,4:17.34,4:32.71,,,,
Marco Wenger,,,,,,,,,4:56.31,,,5:18.95,,4:53.98,
Osman Dautaj,,,,,,,,5:09.00,,,,,,,
Cyrill Rüttimann,,,,,,,,,,,,,4:33.07,,
David Bonvin,,,,,,,,,,,,,,5:46.36,
Didier Brocard,,,,4:14.47,,,,,,,,,,,
Georg Schärer,4:03.98,4:07.47,,,,,,,,,,,,,
Niklas Konrad,,,,,,,,,,5:00.19,,,,,
Jérémy Mayoraz,,,,,,,,,4:34.15,4:25.32,4:14.88,,,,
Silvan Bühlmann,4:54.22,4:46.56,4:44.52,,,,,,,,,,,,
Patrick Dubach,,,4:49.50,4:25.27,4:15.10m,4:14.94,,,,,,,,,
Hendrik Engel,,,,,,,4:15.98,,4:00.34,3:54.91,3:55.60,3:57.19,3:49.93,3:50.18,3:56.55
Yannick Chautems,,,4:38.24,,,,,,,,,,,,
Lucio Romerio,,,,,,,4:39.26,4:42.58,,,,,,,
Nick Obrist,,,,,,,,,4:40.33,4:29.96,4:30.11,,4:15.41,4:14.00,
Ivan Minini,,,4:51.57,4:43.11,,,,,,,,,,,
Basil Näscher,,,,,,,,4:42.30,,,,,,,
Walter Eichelberger,5:22.24,5:26.34,,,,,,,,,,,,,
Fabian Haldner,,,,4:59.89,,,,,,,,,,,
Quentin Egger,,,,,,,,,,,,,,4:22.60,4:10.75
Luke Weidmann,,,,,,,,5:21.04,5:37.02,,,,,,
Simon Castelberg,,,,,,,,,,,,5:21.72,,,
Dominik Lötscher,4:02.07,3:58.05,3:58.48,3:57.46,3:58.94,3:58.90,4:08.14,4:05.45,4:06.76,,,,,,
Marco Voser,,,,,,,4:37.21,,,,,,,,
Tim Huwiler,,,,,5:06.49,4:51.56,,,,,,,,,
Marco Descloux,,,,,,,,,,,,,4:34.58,,
Rocco Dolce,,,,,,,,,4:58.88,,,,,,
Cédrin Schlager,,,,,,,,,,,,,5:07.56,,
Sebastian Fischer,,,,4:49.82,,4:22.24,4:15.90,4:08.58,4:06.21,,,,,,
Luca Foglia,,,4:59.01,,,,,,,,,,,,
Marc Da Col,,5:45.37,,,,,,,,,,,,,
Jonas Guerdat,,5:20.83,,,,,,,,,,,,,
Fabian Nussbaumer,,,,,,,,4:28.65,4:17.67,4:09.88,4:08.74,4:07.77,4:09.56,4:07.29,4:05.13
Nando Raffaele Hofmann,,,,,4:54.96,4:45.57,,,,,,,,,
Aarno Liebl,,,,,,,,,,,,,,,4:05.94
Reto Blattmann,5:17.74,,,5:27.70,,,,,,,,,,,
Oliver Nahon,,,,4:35.02,4:41.10,,,,,,,,,,
Jérémy Caillet,,,,,,5:36.52,5:18.52,,,,,,,,
Erwin Inglin,4:10.87,4:10.91,,,4:05.62,3:58.72,3:57.02,,,4:05.74,,,,,
Ben Wegelin,,,4:25.81,,,4:17.93,,,,,,,,,
Pierre Cordonier,,,,,,,,,,,,4:27.42,4:24.44,4:21.03,
Claudio Colombi,,,,,5:46.78,5:19.02,5:49.31,,,5:14.77,,,,,
Julien Carrel,,,5:11.37,5:08.57,5:12.72,,,,,,,,,,
Dimitri Zanella,,,,,,,4:24.52,,,,,,,,
Fabian Huber,,,,,,,,,,,,,5:10.20,5:02.10,
Jonas Bossel,,,,,,,,,,5:19.85,,,,,
Nino Portmann,,,,,,,,,,,5:35.39,5:15.60,5:22.99,5:11.45,5:03.44
Julien Chappuis,4:46.32,4:48.46,4:59.22,4:55.82,,,,,,,,,,,
David Perriard,,,,,4:59.76,,,,,,,,,,
Navid Kerber,,,,,,,,,,,,,4:18.96,,4:02.75
Florian Bourguet,,,5:13.32,,,,,,,,,,,,
Lukas Wunderli,,6:01.60,,,,,,,,,,,,,
Yannick Fringeli,4:00.00,,4:17.57,,,,,,,,,,,,
Yonas Mekonen,,,,,4:50.05,4:23.25,,,,,,,,,
Oliver Röder,,,,,,4:59.77,,,,,,,5:26.55,,
Valentin Duc,,,,,,,,5:23.68,5:30.65,5:24.10,,,,,
Silvan Göldi,,,,,,,,,4:20.29,,,,,,
Nicolas Garnier,,,,,4:28.73,,,,,,,,,,
Bilel Mdaini,,,,,,,,4:26.80,4:12.25,,,,,,
This Stocker,5:04.66,5:12.88,,5:33.32,5:23.57,,,,,,,,,,
Sandro Winter,,,,,,,,,,,,4:59.14,4:54.43,4:58.93,
Mirko Ratano,,,,,,,,,,,,,,4:26.65,
Maurice Cammisar,,,5:05.82,,,,,,,,,,,,
Pascal Lauber,,,,,,,,,5:20.28,,,,,,
Séverin Gerber,,,4:27.74,4:26.47,,,,,,,,,,,
Nathan Soldati,,,,,,,,,,,,,5:08.21,,
Cédric Roggo,4:54.83,,,,,,,,,,,,,,
Luca Simpson,,,,,,,,,,,,,4:17.55,4:12.28,3:56.36
Pascal Furtwängler,,,,4:24.13,4:13.61,4:04.95,4:00.93,3:58.52,3:54.27,3:51.56,3:50.66,3:46.72,3:45.07,3:45.59,3:46.68
Rolf Fölmli,,,,,,5:05.46,4:54.28,5:01.76,5:05.29,5:00.45,4:59.35,5:14.66,,5:29.49,
Sylvain Zimmermann,,,,,,,,,,,,5:36.73,,,
Abraham Ashene,,,,,,,,4:01.80,3:56.47,,,,,,
Damien Rousseau,,,,,,,,,,4:56.62,,,,,
Andy Hagger,5:19.51,,,,,,,,,,,,,,
Florian Loder,,,4:17.60,,,,,,,,,,,,
Stéphane Joly,3:51.76,,,,,,,,,,,,,,
Roger Küng,4:04.30,,3:57.25,,3:54.27,3:55.58,3:58.99,,,,,,,,
Brice Repond,,5:10.52,4:41.93,4:34.34,,,,,,,,,,,
Adrian Grisel,,,,,,,,,4:19.19,4:08.99,4:07.73,,,,
Raphael Date,,,,,,,,,4:52.65,4:44.76,,,,,
Jemal Hamed,4:26.34,,,,,,,,,,,,,,
Benjamin Borioli,5:07.42,,,,,,,,,,,,,,
Patrick Seiler,,,,,,5:01.26,,,,,,,,,
Husein Mahamad Omar,,,,,,,,,,,,,,,4:18.29
Alessandro Borghi,,,5:23.12,5:11.02,,,,,,,,,,,
Roman Baumgartner,,,,,,,,,,,,,4:31.87,4:32.85,4:32.19
Jan Stutz,4:22.03,4:19.50,,,,,,,,,,,,,
Fabien Brunner,,,,,,4:15.17,4:13.78,,,,,,,,
Laurent Schuetz,4:16.75,4:15.48,,,,,,,,,,,,,
Martin Stirnemann,4:46.44,,,,,,,,,,,,,,
Romain Guex,,,,,,5:37.17,5:07.67,5:07.35,,,,,,,
Giulio Galante,,,,,,,,,,,,,,4:54.41,
Fabian Jordan,,,,4:51.05,,,,,,,,,,,
Luca Barras,,,,,4:49.15,,4:27.63,4:23.23,,,,,,,
Davide Gambonini,,4:32.53,4:27.83,4:28.86,4:29.72,4:31.21,4:34.57,4:41.76,,4:36.08,,4:43.25,,,4:48.59
Sharmarke Abdi Jama,,,,,,,,,,,,,,4:19.44,4:59.15
Beat Saurenmann,,,,,,,,,5:09.08,,,,4:53.97,4:57.11,
Kevin Bühler,,,,4:19.01,4:05.19,4:11.41,4:10.27,,,,,,,,
Simon Itim,,4:24.89,4:20.45,4:09.14,4:00.33,3:57.76,3:58.30,,4:01.48,3:53.77,,,,,
Silas Bruderer,,,,,,,,,,4:25.13,4:25.46,4:27.00,4:14.30,,
Christian Kühnis,,4:46.76,,4:50.30,,,,,,,,,,,
Remo Stöckli,,,,,,,,5:11.77,,,,,,,
Kilian Erbacher,,4:47.47,,,,,,,,,,,,,
Marc Furgler,,,,,,,,,5:36.41,,,,,,
Marcel Schelbert,,,4:23.23,4:19.49,,,4:22.30,,,,,,,,
Romeo Nicoli,,,,,4:21.06,,4:26.50,,,,,,,,
Patrick Ochsner,4:38.45,,,4:50.42,,,,,,,,,,,
Dario Herzog,,,,,5:04.42,4:51.10,4:52.96,5:02.02,,,,,,,
Nathan Borgeaud,,,,,,,5:08.48,,,,,,,,
Philipp Fleischmann,,,,4:53.72,4:33.33,,,4:28.95,,,,,,,
Lukas Stähli,,,,3:56.47,3:55.30,,,,,,,,,,
Samuel Andrea Kummer,,,,,,,,4:49.69,4:28.33,4:23.65,4:30.32,,4:28.55,,
Bjarne Kölle,,,,,,,,,,4:20.41,4:14.24,4:11.23,4:06.22,4:06.66,4:06.92
Sandro Ackermann,,4:48.50,4:50.30,,4:33.94,,,,,,,,,,
Alexandre Faroux,,,,,,,,,,,,,6:20.66,,
Timo Heiniger,,,,,,,4:24.67,4:26.46,4:14.37,4:10.25,,,,,
Janis Suter,,,,,,,,,,,,5:42.23,,,
Thomas Wisler,,,,,,,,,,,,,,4:26.88,
Nico Frenn,,,4:59.44,,,,,,,,,,,,
Damiano Schera,4:34.84,,,,,,,,,,,,,,
Simone Tattarletti,,,,,,,,4:38.45,,,4:40.26,,,,
Pascal Giger,4:45.56,4:27.55,4:24.97,4:19.35,4:15.79,4:20.27,,,,,,,,,
Christoph Rathgeb,4:09.62,4:07.10,4:55.07,4:38.48,,,4:13.18,,,,,,,,
Luca Bass,,,,,,,,,4:24.09,4:19.44,4:12.88,4:11.28,4:25.54,4:13.04,4:10.13
Jonas Schöpfer,,,,,,,4:00.20,3:54.54,3:53.56,,3:57.07,,3:46.20,3:49.02,
Raphael von Vivis,,,4:46.70,4:45.74,,,,,,,,,,,
Abraham Habtemikael,,,,,,,,,,,,,,4:24.39,
Robin Bareth,,,4:19.37,,,,,,,,,,,,
Roman Vögeli,,,,,,,4:28.32,4:13.85,4:23.49,4:17.60,4:10.18,4:07.63,4:03.67,4:10.09,4:17.22
Benedikt Banga,,,,,,,,,,,,,5:04.31,,
Jean-Lou Maury,4:32.65,4:21.24,4:22.17,,,,,,,,,,,,
Beat Schweizer,4:55.53,4:47.33,5:15.23,,5:27.02,,,,,,,,,,
Ramon Christen,,,,,,,,4:22.66,4:07.65,4:16.18,,4:10.22,,,
Jessy Kullmann,,,,,,,,,,,4:50.67,,,,
Florian Schaller,,,,4:41.21,,,,,,,,,,,
Mathis Pellaz,,,,,,,,,,,,4:38.34,,,
Robin Yates,,,4:28.48,,,,,,,,,,,,
Samuel Aemisegger,,,,,,,,,,4:24.99,,,,,
Remo Zellweger,,,,,,,5:34.55,,4:56.47,4:56.99,,4:45.77,4:34.13,,
Thomas Giblin,,,,,,,,,,,,,,,4:44.77
Flavio Abt,,,,,,,,,,,,5:10.02,5:08.28,4:58.50,
Paul Ricklin,,,,,,,,,,,,,,4:26.21,
Thibaud Decurnex,,,,,,,4:50.44,,,,,,,,
Marc Beyeler,,,,4:26.25,,,,,,,,,,,
Alex Torres,,,,,4:53.08,,,,,,,,,,
Ryan Berchier,,,,,,,,,,,,,,5:43.99,
Christoph Wanner,4:05.09,4:02.63,4:04.99,,,,,,,,,,,,
Tommaso Marani,,,,,,,,,,,,4:23.59,4:10.35,4:02.43,4:04.02
Thomas Bucher,,,,5:25.66,4:51.36,4:39.90,4:49.11,5:07.76,4:40.86,4:53.42,,,4:58.54,,
Fabian Steffen,,,,,,,,,,4:54.49,4:57.94,4:42.41,4:44.92,4:37.88,
Lukas Ebneter,3:55.72,4:02.57,,,,,,,,,,,,,
Julien Meier,5:33.10,5:09.51,5:04.72,,,,,,,,,,,,
Jan Deuber,,,,,,4:53.16,4:43.24,4:39.11,4:40.68,4:43.10,5:13.14,,,,
Célien Gigandet,,,,4:19.58,,,,,,,,,,,
David Bill,,,,,,,,,4:08.94,,,,,,
Pascal Imhof,,,5:38.29,5:22.96,,,,,,,,,,,
Roman Sieber,,,,,5:36.66,,,,,,,,,,
Stefan Jerez Quezada,,,,,,,,,,,,5:22.13,,,
Severin Mauerhofer,,,,,,5:49.73,5:04.42,5:12.80,,,,,,,
Edoardo Minto,,,,,,,,,,,,,,,4:56.43
Cornel Stucki,,,,,4:25.32,,,,,,,,,,
Michele Marticke,,,,,,,5:06.49,4:37.37,4:34.44,4:41.14,4:44.93,,,,
Luca Marticke,,,,,,,,,4:52.95,,4:55.94,,,,
Manuel Walss,,,,,,,,,,,,,,,4:08.43
Cosimo Seiler,,,,,,,,,,,,4:36.94,4:33.76,,
Pius Stucki,3:58.15,,,,,,,,,,,,,,
Leif Bernhard,,,,,,,,,,,,,,4:49.52,
Saadi Chelali,,,,,,,,,,,,,,4:49.79,
Maxime Theux,,,,,,,,,,,,,,,5:03.28
Rolf Brühwiler,,,,,,,,,5:06.16,,,,,,
Silvio Barandun,,,,,,,,,,4:23.29,,,,,
Malte Kölle,,,,,,,,,,,,4:49.65,4:42.61,4:49.14,
Jan Otto,,,4:26.79,,,,,,,,,,,,
Jérémie Fleury,,,,,,,,,,,4:11.77,3:59.21,3:56.15,3:59.19,3:54.72
Simon Flückiger,,,,,,,,,5:05.62,,,,,,
Noah Hurschler,,,,,,,,,,,,,,4:46.53,4:28.05
Alexandre Munier,,,5:34.41,5:18.31,,,,6:14.19,5:59.89,,,,,,
Niccolò Zgraggen,,,,,,,,5:38.69,,,,,,,
Vincent Riser,,,,,,,,4:31.58,4:31.11,4:30.83,,,,,
Peter Schöni,,,5:09.38,5:20.90,,,6:00.39,5:48.04,,,,,,,
Simon von Siebenthal,,,,,,,,,,4:48.90,,,,,
Mattia Innocenti,,,4:30.88,4:20.79,,4:26.35,,,,,,,,,
Samuel Badoux,,,,,,5:13.77,6:03.36,,,,,,,,
Reto Rickenbacher,5:38.12,5:31.49,,,,,,,,,,,,,
Maruan Giumma,,,,,,,,,5:38.09,,,,,,
Oliver Bichsel,,,,,4:58.01,,,,,,,,,,
Laurent Schütz,4:22.84,,,,,,,,,,,,,,
Jan Fürst,,,,,,,,,,,,,,,4:48.14
Simon Membrez,,,,4:54.92,,,,,,,,,,,
Dario Mazzoleni,,,,,,,,,,,4:51.90,4:48.36,5:00.97,4:36.54,
Arnaud Gilliéron,,,,,,,,,,,,4:28.12,4:09.45,4:12.75,4:06.72
Stéphane Audriaz,,,,,,,,4:26.58,,4:28.95,,,,,
Andrin Maggi,4:08.49,,,,,,,,,,,,,,
Julien Christen,,,,,,,,,4:29.30,4:18.80,4:11.36,4:09.74,,,4:06.31
Lukas Siegrist,,,,,,,,,,,,4:55.24,4:59.03,,
Eron Rushiti,,,,5:01.68,,,,,,,,,,,
Joris Husser,,4:16.57,,,,,,,,,,,,,
Luc Sarton du Jonchay,,,,,5:07.65,,,,,,,,,,
David Rohrbach,,,,,4:42.64,4:28.04,4:29.75,4:27.09,4:24.18,4:22.53,4:21.75,4:26.25,4:19.06,4:15.75,4:12.34
Dominik Sutter,,4:14.35,,,,,,,,,,,,,
Bruno Metral,,,,4:41.44,,4:52.28,,,,,,,,,
Manuel Bachmann,5:23.06,5:20.48,4:56.50,4:46.76,,,,,,,,,,,
Pascal Truninger,,4:52.25,,,,,,,,,,,,,
Serge Kaufmann,,,,,,,,,,,,5:19.94,5:05.39,,
Andrea Ricci,,,,,,,4:33.04,4:29.30,4:23.08,,,,,,
Lauri Takacsi-Nagy,,,,4:38.05,4:14.78,,,,,,,,,,
Giacomo Cattaneo,,,5:10.59,,5:13.55,,,,,,,,,,
Aurèle Bonvin,,,,,,,,,,5:22.58,,,,,
Toby McCarthy,,,,4:11.73,,,,,,,,,,,
Lukas Nielen,,,,,,,4:21.40,4:26.76,,,,,,,
Dawit Estifanos,,,,,,,,,,,,4:35.36,4:25.27,,
Curdin Guyan,,,,,,,,,,,,,,,4:21.04
Felix Doll,,,,,,,,,,,,,,,4:51.65
Oliver Schegg,,,,,,,,,,,5:56.74,,,,
Cornel Brunner,,4:19.24,4:21.31,,,,,4:27.15,,,4:32.80,4:28.17,,,
Mohamed Chouibani,,,,,,4:32.83,,,,,,,,,
Walter Jenni,4:03.52,,,,,,,,,,,,,,
Pascal Metzger,,,,,,,,,,5:11.24,,,,,
Luca Botti,,,,,,,4:31.80,4:39.39,,,,,,,
Felix Jung,,,,,,,,,,,,,5:15.14,,
Renaud Cuenat,,,,,,,,,,,5:30.63,,,,
Simeon Steinhauer,,5:03.54,5:01.94,5:12.17,5:04.93,5:11.15,5:14.33,5:16.28,,5:32.29,5:29.40,5:20.66,,,
Romain Kolly,,,,,,,,,4:35.66,4:27.03,4:19.21,,,,
Peter Kreienbühl,4:10.13,4:14.17,,,,,,,,,,,,,
Marco Heuer,,,,,,,,,5:27.43,,,,,,
David Sidler,4:44.00,,4:51.03,,,,,,,,,,,,
Daniel Renggli,4:00.39,,,,,,,,,,,,,,
Enrico Jutzeler,,,,,5:01.60,5:05.51,,,,,,,,,
Stefan Milovanovic,,,,,,,,,,,,,,4:48.18,
Romain Juillerat,,,,,,,4:30.71,4:14.26,4:34.61,4:12.62,4:15.10,,,,
Luiz Corti,,,,,,,,,4:30.28,4:20.57,,,,,
Kevin Fuchs,,,,,,,,4:19.83,,,,,,,
Lorenz Meuli,,4:12.18,4:11.28,4:07.32,4:10.22,4:05.86,,,,,,,,,
Thomas Castella,,6:01.22,5:43.33,5:25.10,5:36.05,,,,,,,,,,
Maxime Zermatten,4:01.17,3:49.03,3:47.39,3:53.63,,,,,,,,,,,
Markus Dasen,,,,,,4:28.81,,,,,,,,,
Tim Friedli,,,,,,,,,,5:55.11,5:39.89,6:27.53,,,
Sandro Graf,,,,,,,,,,,,,,5:18.85,4:51.12
Christian Garetto,,,5:19.32,,,,,,,,,,,,
Elia Bianchi,,,,,,,,,,,,,,5:01.56,
Nicolas Ballestraz,,,,,,,4:59.39,4:42.10,4:36.49,,,,,,
Jos Froidevaux,,5:03.67,,,,,,,,,,,,,
Thomas Hürlimann,,,,4:54.98,4:51.76,,,,,,,,,,
Sylvain Rayroud,,,,,,,,4:59.03,5:05.97,4:52.93,,,,,
Ismaël Christen,,,4:16.38,,,,,,,,,,,,
Andrea Cavalli,,,,,,,,,,5:07.09,5:01.47,,,,
Daryl Hungerbühler,,,,,5:25.72,5:33.25,5:59.96,5:40.36,,,,,,,
Gilles Magnin,,,,,,4:31.14,4:14.86,4:07.82,,,,,,,
Matthias Castrischer,,,,4:57.44,4:32.02,4:22.93,4:26.63,4:13.31,4:03.88,3:57.74,3:55.94,3:58.89,,,
Etienne Ménétrey,,4:27.53,4:22.42,,,,,,,,,,,,
Tristan Proton,,,,,,,,,,4:58.37,,,,,
Roberto Delorenzi,,,,,,,,4:40.32,,,,4:18.45,4:22.21,4:10.27,4:04.83
Stève Amstutz,,,,,,5:44.73,,,,,,,,,
Greg Llopis,,5:19.84,,,,,,,,,,,,,
Haben Teklemichal,,,,,,,,,,,,,4:08.42,,
Neil Burton,,,,,,,3:59.59,,,,,,3:59.25,3:58.18,
Nicaise D'Amore,,,,,,,,,,5:25.49,,,,,
Erico Vanini,,5:33.77,,5:13.95,,,,7:08.63,,,,,,,
Christoph Graf,,4:34.43,4:28.99,4:17.81,4:04.73,4:01.09,3:51.36,3:48.56,3:46.80,3:48.48,3:45.12,3:49.27,3:55.87,,
Olivier Gloor,4:03.96,,,,,,,,,,,,,,
Flavien Antille,5:03.81,4:53.45,4:47.58,4:50.52,4:44.73,4:52.24,4:48.22,4:53.77,4:40.15,4:46.03,4:41.80,4:51.20,,,
Samuel Delaloye,,,,5:01.50,,,,,,,,,,,
Yann Bieri,,,,4:31.37,,,,,,,,,,,
Elia Schmitter,,,,,,,,,,,,,5:21.34,,
Keanu Dällenbach,,,,,,,,,,,,5:19.63,,5:02.88,
Adrian Caaveiro,,4:13.59,4:09.71,4:06.74,4:03.27,4:03.57,,,,,,,,,
Livio Scheuch,,,,,,,,,,4:39.64,,,,,
Xaver Dörig,,,,5:12.13,,,5:11.98,,,,,,,,
Rolf Häberli,,,,,5:06.95,,,,,,,,,,
Shaeban Muhammed Ali,,,,,,,,,,4:26.52,,4:23.58,,,
Marco Raith,,,4:52.28,,,,4:57.79,,,,,,,,
Florian Rittiner,4:32.41,4:26.95,4:50.49,,,,,,,,,,,,
Andreas Habermacher,,,,,,,,,,,,,,4:58.90,4:52.48
Samet Tela,,,,,4:47.49,,4:32.74,,4:36.54,,,,,,
Stefan Elliker,4:10.35,3:59.02,3:58.32,,,,,,,,,,,,
Samuel Hanimann,4:21.98,,,,,,,,,,,,,,
Timm Schindler,4:50.38,4:44.87,,,,,,,,,,,,,
Julian Grädel,,,,,,,,,,,,4:31.54,4:28.93,4:35.26,
Patrick Schindler,4:36.01,,,,,,,,,,,,,,
Quentin Goetschi,4:43.64,,,,,,,,,,,,,,
Anton Grünenfelder,,,,,,,,,,,,,4:33.42,4:21.00,4:25.25
Marco Senti,,,,4:11.92,4:14.48,4:07.66,4:08.18,,,,,,,,
Patrik Frei,,,,,5:14.06,,,,,,,,,,
Kai Gundlach,,,,,,,,,,,,,,4:13.36,
Valentin Gafner,,,,,4:43.17,,,,,,,,,,
Mirco Zwahlen,3:42.23,3:42.45,3:49.19,3:43.53,3:42.54,3:44.24,3:43.13,,,,,,,,
Erich Oberholzer,4:49.65,,,,,,,,,,,,,,
Alessandro Valentini,,,,,,5:13.90,4:32.68,4:31.72,4:43.52,,,,,,
Gaëtan Montavon,,,,,,,,,,4:54.03,,,,,
Valerio de Bortoli,,,,,,,,,,,4:37.29,,,,
Benoît Studer,,,,5:25.33,,,,,,,,,,,
Dominik Büttler,,,,,,,,,,4:39.29,,,,,
Liam Müller,,,,,,,,,,,,,5:14.82,5:37.17,
Micha Gamper,4:05.18,,,,,,,,,,,,,,
Candide Gex-Fabry,,,,,,,,,,,,,,,4:45.84
Yannick Nagel,,,,,5:03.15,5:00.02,,,,,,,,,
Werner Schmid,,,,,,,,,,4:43.78,4:29.94,4:39.92,4:28.44,,
Stefan Lombriser,,,,,,,4:03.67,,,,,,,,
Tim Ohnmacht,,,,,,,,,,,,,4:57.65,,
Roger Willi,,,,4:50.88,,,,,,,,,,,
Marcel Geiser,,,,,,,,,,,5:10.60,,,,
Damien Risse,,,,,,,,,,4:55.61,4:55.86,,,,
Elia Auer,,,,,,,,,,,,,,,4:50.88
Loïc Nellen,5:09.64,,,,,,,,,,,,,,
Bastian Wartmann,4:56.14,4:32.04,4:49.43,,,,,,,,,,,,
Pius Bachmann,5:02.86,,,,,,,,,,,,,,
André Hüppin,4:18.48,4:30.13,,4:25.75,4:29.34,,,,,,,,,,
Timo von Ballmoos,,5:50.52,,,,,,,,,,,,,
Sébastien Yerly,,,,,,,,,5:18.00,5:12.75,5:24.22,,,,
Benedikt Büchenbacher,,,,,4:39.06,,,,,,,,4:52.32,,
Fabio Nauer,,,,,,,,,,,,,,,4:11.12
Bart Hoogenboom,,4:01.96,,,,,,,,,,,,,
Ivan Pongelli,4:07.52,,,4:00.12,3:58.78,3:52.90,,4:12.45,4:00.71,4:05.29,,,,,
Jean-Luc Hofer,4:36.11,4:38.79,,4:28.22,,,,,,,,,,,
Kevin Spring,5:19.50,5:22.78,5:18.10,5:18.14,,,,,,,,,,,
Jonathan Erny,,,,,,,,,,,,,,5:53.31,
Timo Fahrenbruch,,,,,,,,,,,,,,5:35.95,5:29.21
Mario Tiralosi,,,,,,,,5:06.45,4:44.88,4:37.64,4:51.53,,,,
Fabio Kobelt,,,,,,,,,,,,,,5:44.93,
Martin Suter,5:29.00,,,,,,,,,,,,,,
Vivien Streit,,,,5:06.27,,,,4:46.62,,4:49.89,,,,,
Steve Lienhard,4:33.70,4:27.94,4:23.47,,,,,,,,,,,,
Diego Velti,4:41.19,,,,,,,,,,,,,,
Robyn Odermatt,,,,,,,,,,,5:05.18,4:57.32,4:49.73,4:51.28,4:42.90
David Stillmann,,4:03.74,,,,,,,,,,,,,
Reto Ciresa,4:10.00,,,,,,,,,,,,,,
Tobias Eichelberger,,,,,,4:46.80,4:36.09,4:35.83,4:38.87,4:28.47,4:28.87,4:38.08,4:25.54,,
Julien Nuoffer,,,,,,,,,,,,5:38.81,,,
René Ringli,5:24.20,,,,,,,,,,,,,,
Nino Steffen,,,,,,,,,,,,,5:00.89,4:45.86,4:49.10
Laurent Guggisberg,,,4:55.00,,,,,,,,,,,,
Moritz Schlanke,,4:53.18,,,,,,,,,,,,,
Elia Stampanoni,,4:14.51,4:10.32,4:17.66,4:20.62,4:21.89,4:25.59,4:21.44,4:18.73,4:27.79,4:31.24,4:33.49,4:28.66,4:21.04,4:22.74
Niklas Anzböck,,,,,,,,,,4:22.42,4:22.23,4:16.55,,,
Dominik Herren,,,,,,,,,,,,4:04.59,4:00.71,,
Sandro Wegmann,,3:59.59,,,,,,,,,,,,,
Lukas Luternauer,,,,,,,,,5:16.00,,,,,,
Silas Zurfluh,,,,,,,,,,,,4:02.90,,4:05.65,
Matthias Zürcher,4:52.47,4:51.54,4:50.04,4:39.34,4:34.20,4:42.48,4:41.14,4:42.23,,,,,,,
Jan Scheidegger,,,,,,5:05.30,,,,,,,,,
Guillaume Cachelin,,,,,,,,,,,,,3:55.38,4:01.00,3:57.67
Maik Frei,5:36.30,,,,,,,,,,,,,,
Nils Arni,,,,,,,,,,,4:49.36,4:19.45,4:19.73,,4:17.21
Michael Zuberbühler,,,,,,,,,,,,5:17.36,5:01.04,4:57.81,4:55.00
