Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Marie-Sophie Kübler,,,,,,,,,,2:35.62,2:41.76,2:34.88,2:32.91,,2:35.45
Sina Züger,,,,,,,,,,,2:51.08,,2:59.39,,
Michelle Scherrer,,,,,,2:56.07,2:47.05,,,,2:22.56,2:21.04,2:20.20,2:18.56,2:15.46
Nina Gredig,,,,,,,,,,,2:37.91,2:33.04,2:26.52,2:35.69,2:31.21
Sofia Della Santa,,,,,,,,,,,,,,,2:57.31
Jasmine Stutz,2:49.02,,,,,,,,,,,,,,
Maya Hofer,,,,2:25.87,2:24.72,,,,,,,,,,
Sybille Piguet,,,,,,,,,,,,,,2:40.58,
Nadine Fritschi,,,,,,,,2:31.58,,,,,,,
Leonie Joseph,,,,,,,,,,,,2:41.35,2:30.19,2:31.64,2:50.69
Jasmin Meyer,,,,,,,,,,,2:45.43,,,2:43.40A,
Aliki Moser,,,,,,,,,,,,,,,2:50.28
Gilda Giudici,2:49.57,,,,,,,,,,,,,,
Lea Bischofberger,,,,4:14.12,,,,,,,,,,,
Manon Pittet,,,2:46.04,2:33.32,,,,,,,,,,,
Melanie Jauch,,,,,,,,,,,2:46.98,2:46.47,2:40.86,2:50.40,
Julie Schaad,,,,,,,,2:41.62,,,2:41.17,2:28.46,2:36.10,,
Marine Arrigo,,,,,,,,,,2:38.63,,,,,
Oda Lou Johansen,,,,,,,2:27.52,2:29.22,,,,,,,
Chiara Paganini,,2:55.30,2:42.27,,,,,,,,,,,,
Lourine Rissle,,,,,,,,,,3:32.56,,,,,
Danja Bühlmann,,,,2:24.61,2:18.81,2:15.66,2:14.65,2:24.45,2:16.20,2:14.98,2:14.04,2:15.27,2:13.44,2:14.11,2:18.38
Nadja Kehrle,,,,,,,,,2:35.56,2:32.69,,,,,
Tamara Cantoni,,,,,,,,,,,,,2:54.10,,
Laureline Lathion,,,,,,,,,,2:55.12,,,,,
Eilidh Nicholson,,,,,,,,,,,,,2:23.74,,
Mathilde Charbonnet,,,,,,,,,,,,,2:41.97,,
Daniela Flüeli,2:39.45,,,,,,,,,,,,,,
Karin Petraglio,2:11.36,2:08.59,2:08.60,2:08.98,2:08.65,2:09.11,2:09.75,2:13.25,,,,,,,
Lea Sommerhalder,,,,,,,,,2:34.53,2:26.59,2:28.53,2:28.92,,,
Maja Sidler,2:37.91,2:38.88,,,,,,,,,,,,,
Camille Matthys,,,2:27.83,,2:27.00,2:23.62,2:21.88,2:29.27,2:31.01,,,2:35.78,2:30.52,2:31.09,
Cecilia Conforto Galli,,,,,,,,,2:23.80,2:19.78,2:21.41,2:15.83,2:19.07,2:13.50,2:14.82
Lisa de Bruyn,,,,,,,,,,,,,,,2:22.50
Marion Beaud,2:46.08,,,,,,,,,,,,,,
Sabrina De Martin,,,,,,,2:44.33,2:38.43,2:50.05,3:04.35,,,,,
Oriane Grandjean,,,,3:01.41,3:37.02,,,,,,,,,,
Samanta Pfister,,,,,,,,2:54.66,2:54.50,,,,3:11.56,,
Tatjana Petersen,,,,,,,,,,,2:44.37,2:45.34,,2:37.96,2:36.61
Fiona Ambühl,,,,,,,,,,,,,3:13.17,,
Michèle Wieland,,,,,,,,,2:32.18,2:23.46,2:19.13,2:13.12,2:12.65,2:12.96,
Jessica Auf der Maur,,,,,,,,,,,,,2:47.58,,
Maja Siedler,2:50.74,2:35.98,,,,,,,,,,,,,
Laura Lonchampt,,,,,,,,2:43.74,,2:26.95,,,,,
Diana Abegglen,,,,,,,,,2:34.67,,,,2:39.83,,
Katja Köppel,2:37.72,2:50.63,,,,,,,,,,,,,
Sarina Beti,,,,,,,,,,,,,3:11.54,,
Iris Reinmann,,,,,,,,,,,,2:53.78,2:47.46,2:50.09,
Pauline Aubertin,,,,2:41.22,2:44.80m,,,,,,,,,,
Elisa Bron,,,,,,,,,,2:29.17,,,,,
Leonie Jornod,,,,,,,,,,,,2:39.84,,2:34.49,2:40.41
Sara Salvadè,,,,,,,,,,,,,2:30.76,2:28.96,2:21.15
Anouk Strahm,2:39.91,2:51.94,,,,,,,,,,,,,
Manuela Rüegg,,,,2:36.90,2:47.16,2:45.84,2:50.11,,,,,,,,
Lejla Didic,,,,,,,,,,,2:39.17,2:39.33,2:41.71,2:32.33,
Jasmine Ritz,,,,,,,,,,2:40.60,2:28.68,,,,
Anna Haberthür,,,,,,,,,,,,,,2:40.29,2:35.92
Fenna Spaak,2:39.79,2:37.61,,,,,,,,,,,,,
Mylène Stäheli,,,2:42.42,2:46.33,,,,,,,,,,,
Janina Rutz,,,,,,,3:02.79,2:45.96,,,,,,,
Alicia Kälin,,,,,,,,,,,,,,2:45.56,
Seraina Winkelmann Murri,2:38.64,2:38.98,2:40.22,,,,,,,,,,,,
Stefanie Trutmann,,2:25.19,2:25.87,2:18.10,2:16.94,2:18.69,2:23.10,,,,,,,,
Loriana De Martin,,,,,2:22.27,2:20.69,2:21.45,2:29.03,2:23.48,2:22.55,,,,,
Melissa Goetschmann,,,,,,,,,,,3:08.09,,,,
Selina Fehler,,,,,,,,,,,,2:13.62,2:08.98,2:05.75,2:03.94
Viviane Kuss,,,,,,,,,2:32.80,2:28.72,,,,2:26.05,
Larissa Scherrer,,2:29.42,,,,,,,,,,,,,
Julie Sonderegger,,,,,,,,,,,,,,,2:36.31
Julia Schneider,,,2:45.61,,,,,,,3:06.07,,2:45.51,,,
Barbara Ranney-Graf,,,,,,,,,2:38.50,2:38.74,,,,,
Ariane Krummenacher,,,,,,,,,,,,,,,2:25.72
Eliane Koch,2:30.41,2:24.06,2:23.43,,2:26.88,2:34.92,2:35.75,2:34.73,2:28.32,2:35.22,,2:36.32,,,
Martina Kohli,,,,,,,,,,,,,3:06.51,,
Christina Leu,2:40.80,,2:35.16,,,,,,,,,,,,
Simone Huber,,,,,,,,,,,3:03.11,,,,
Asia Sivolella,,,,,,,,,2:46.41,,,2:35.67,2:39.81,,
Céline Monnard,,,,,,,,,,,,,,2:27.62,
Carla Engler,,2:55.46,,,,,,,,,,,,,
Leana Wanner,,,,,,,,,2:43.86,2:42.87,,2:29.54,2:23.86,,
Susanne Veil,2:42.92,,,,,2:47.78,,,,,,,,,
Mia Vetterli,,,,,,,,,,,2:29.74,2:27.30,2:30.63,2:33.16,2:25.58
Gabriela Perrenoud,2:55.28,,,,,,,,,,,,,,
Michelle Katja Sprenger,2:39.24,2:40.12,,,,,,,,,,,,,
Lauren Mayoraz,,,,,,,2:30.69,,,,,,,,
Laura Seifert,,,,,,,,2:36.04,,,,,,,
Laura Kobas,,,,,,,,,,,,,3:15.40,,
Melanie Lindauer,2:42.60,2:42.62,,,,,,,,,,,,,
Jéromine Schmidt,,,,,2:25.15,2:24.97,2:22.48,2:19.35,2:21.68,2:24.67,2:23.96,,,,
Kerstin Rubin,,,,,,,,2:15.23,2:12.11,2:11.68,2:12.96,2:10.41,2:09.39,,2:10.41
Andrea Gilgen,,2:42.62,,2:49.53,2:42.49,,,,,,,,,,
Simone Güntensperger,2:24.26,2:24.10,2:29.58,,2:24.18,,,,,,,,,,
Daniela Thoma,,,,2:37.35,,,,,,,,,,,
Corinne Stettler,2:39.64,,,,,,,,,,,,,,
Sandra Haslebacher,,2:37.42,2:36.98,,,,,,,,,,,,
Simone Schönenberger,,,,,2:34.98,,,,,,,,,,
Silvia Marzano,,,,,,,,,,,2:51.21,2:49.85,2:53.76,,
Juliette Dutruy,,,,,,,,,,,,2:25.37,2:20.76,2:17.20,2:16.13
Gea Collura,,,,,,,,,,,,2:56.46,,,
Yodit Tesfaye,,,,,,,,,,,,,2:30.89,,2:26.58
Chantal Tanner,,,,,,2:51.76,2:58.25,,2:44.87,,,,,,
Corina Bill,,,2:41.44,,,,,,,,,,,,
Aixala Gaillard,,,,,,2:41.02,,,,,,,,,
Fiona Ribeaud,,,,,,,,2:48.39,2:37.02,2:33.38,2:35.69,2:32.39,,,2:26.75
Ronja Däpp,,,,,,,,,,,,,,,2:51.10
Michaela Malachova,,,,3:07.49A,,,,,,,,,,,
Sofia Orlando,,,,,,,,,,,,,2:36.85,,
Janine von Arx,,,,,,,,,,,3:17.07,3:31.32,,,
Veronica Carcano,,,,,2:50.48,,,,,,,,,,
Larissa Bertényi,,,,,,,,,,,,,2:47.46,,
Jeanne Ammann,,,,,,,,,2:59.55,,,,,,
Céline Berger,,,,,,,,,,2:47.26,2:47.71,2:47.82,2:47.45,2:49.46,2:42.19
Lia Domeniconi,2:51.10,,,,,,,,,,,,,,
Luzia Pfister,2:25.56,,,,,,,,,,,,,,
Coralie Drion,,,,,,,,,,,2:24.14,,,,
Corina Suter,,,,,,,3:26.82,,,,,,,,
Madlene Bless-Kiser,,,2:53.01,,,,,,,,,,,,
Anna Spescha,,,,,,2:47.78,,2:50.58,,,,,,,
Sheila Graber,,,,,,,,2:42.94,2:42.54,2:42.17,2:37.96,2:39.93,2:41.42,2:46.33,
Leslie Sidler,,,,,,,,,,,,,2:55.16,,
Carla Inderbitzin,,,,,,2:31.30,2:27.09,2:32.39,2:26.08,2:28.44,2:28.40,2:27.42,2:33.94,,
Lola Andrey Da Silva,,,,,,,,,,,,2:26.71,,,
Fiona Räber,,,2:53.97,,,,,,,,,,,,
Sina Sebene Michael,,,,,,,,,,,,,2:41.72,2:41.22,
Manuela Lüdi,,,,2:41.04,2:48.52,,,,,,,,,,2:57.80
May-Madeleine Gysi,,,,,,,,2:48.40,2:39.70,2:38.44,2:36.37,,,,
Anna Rotter,,,,,,,,,,,,,2:41.32,,
Muriel Wegmüller,,,,,,,,,,,2:49.48,,,2:30.84,2:28.67
Sofia Chételat,,,,,,,,,,,,2:58.74,,,2:25.69
My-Linh DINH,,,,,,,2:48.94,,,,,,,,
Oria Liaci,,,,,,,,,,,,2:33.53,2:39.94,2:34.74,
Andrina Lustenberger,,,,,,,,,,,,,,2:35.04,
Tanja Schneeberger,,,,,,,2:47.01,,2:37.40,,,,2:56.05,,
Sabine Frey,2:25.93,,,,,,,,,,,,,,
Aline Niggli,,,,,,,,,,,2:43.31,,,,
Debora Zuber,,,,,,,,,,,,,,,3:07.92
Natalia Evangelidou,,,,,,,,,,,,,,,2:10.15
Carole Pauli,2:28.09,2:25.85,,2:27.93,2:29.74,,,,2:39.33,,,,,,
Paula Karle,,,,,,,,,,,,,,,2:42.07
Martina Diethelm,,,,,,,,,,2:41.32,2:42.21,2:41.23,2:52.35,,
Florence Peguiron,,,2:16.14,2:14.85,2:15.56,2:15.71,2:14.58,2:11.60,2:11.71,2:13.89,2:19.61,,,,
Tamara Aderneuer,,,,,,,,,,,2:22.61,,,,
Victoria Brunner,,,,,,,,,2:31.38,,,,,,
Saarunja Yogalingam,,,,,,,,,,,3:09.40,,,,
Jessica Leemann,2:56.29,2:54.64,2:52.94,,,,,,,,,,,,
Sandrine Rey,,,,,,,,,,2:26.77,2:27.96,2:21.76,2:24.91,,
Caroline Perrenoud,,,,,,2:24.65,,,,,,,,,
Lisa Mösching,,,,,,,,,,,,,2:46.29,,
Louisa Welbergen,2:17.36,,,,,,,,,,,,,,
Silvana Schmid,,,,,,,,,2:45.17,,,,,,
Flavia Glanzmann,,,2:32.94,,,,,,,,,,,,
Agathe Pittet,,,,,,,,,,,,,,,2:32.16
Nina Züger,,,,,,,,,,2:46.76,,,,,
Alisha Rüegger,,,,,,,,,,,,,,2:16.97,2:14.27
Vanessa Ribeaud,,2:44.62,,,,,,,,,,,,,
Alice Horisberger,2:27.13,,,,,,,,,,,,,,
Daniela Zeman,2:25.22,,,,,,,,,,,,,,
Bettina Taxer,,,,,,2:22.26,2:19.98,2:27.93,,,,,,,
Annik Kälin,,,,,,,,,2:32.39,2:29.61,2:32.13,2:37.65,2:20.46,2:17.38,2:21.45
Sandra Röthlin,,,,,,,,,,2:32.22,2:29.69,2:32.19,2:26.31,2:19.59,2:20.58
Fiona Rüttimann,,,,,,,2:56.15,,,2:42.27,2:51.00,2:46.84,,,
Melissa Wohlwend,,,,,,,,2:51.43,,2:54.24,,,,,
Patricia Marciello,2:28.21,2:29.78,2:33.66,2:28.16,,,,,,,,,,,
Claudia Gisler,,,2:30.84,,,,,,,,,,,,
Laura Bosshart,,,,,,,3:06.27,,,,,,,,
Nicole Lieberherr,,,,,,,,,,2:40.74,2:33.53,,,,
Iris Blazevic,,,,,2:35.45,2:31.07,,,,,,,,,
Simei Wipf,,,,,,,,,,,,,,2:32.04,
Florentina Meier,,,,,,,,,,2:42.60,,,,,
Sandra Pool,2:16.41,,2:14.19,2:13.10,2:11.31,2:11.30,2:15.28,2:11.74,2:11.09,2:10.50,2:12.47,,,,
Lea Cocconi,,,,,,,,,,,,,,,2:52.03
Nadia Senn,,,,,,,,,,,,,,,2:35.94
Vanessa Zimmermann,2:25.61,2:23.11,2:18.58,,,,,,,,,,,,
Angela Wyss,,,2:39.62,,,,,,,,,,,,
Naomi Metting van Rijn,,,,,2:32.71,,2:23.37,2:24.65,2:24.38,2:21.14,2:44.25,2:22.20,2:15.72,2:15.19,2:15.12
Elise Bochud,,,,,,,,,,,,,,,2:44.31
Julia Bodenmann,,,,2:45.56,,,,,,,,,,,
Laurie Darbellay,2:23.47,2:23.24,2:25.14,2:31.60,,,,,,,,,,,
Olivia Krattinger,,,,,2:24.50,2:24.98,2:31.26,2:32.04,,,,,,,
Céline Foresti,,,,,,,,2:46.52,,,,,,,
Nadine Lüthi,,,,2:47.96,,2:45.62,,,,,,,,,
Yara Thomann,,,,,,,,,,,,,2:36.08,2:59.56,
Sissi Rohr,,,,,,,,,,,,,,,2:32.50
Thayna Horner,,,,,,,,,,2:24.50,2:20.93,2:19.60,2:30.32,,
Chantal Keel,,,,,,,,,,,,2:56.20,,,
Nina Markwalder,2:53.93,,,,,,,,,,,,,,
Vivien Rüttimann,,,,,,,,,,,,,2:56.60,,
Zoé Tabourat,,,,,,,2:35.94,2:46.30,,,2:43.82,,,,
Emilie Bandoni,,,,,2:41.52,2:33.23,,,,,2:40.00,2:50.58,,,
Corina Leu,3:00.00,,,,,,,,,,,,,,
Marjolein Gerig-Terwiel,,,,,,,,,,2:08.79,,2:16.96,,,
Jessica Riedel,,,,,,,,,2:37.82,,,,,,
Johanna Kress,,,,,,2:31.42,2:28.24,2:23.53,,2:24.45,,,,,
Clara Benador,,,,,,,,2:35.50,2:31.51,2:26.27,,,,,
Tonja Künzler,,,2:29.10,,2:26.55,2:27.97,2:34.45,,,,,,,,
Carina Balzer,,,,,,,,,2:57.92,2:51.43,,,,2:33.25,
Sarina Diethelm,,,,,,,,,,,,,3:09.71,,
Patricia Sieber,,,,,,,3:03.41,,,,,,,,
Cristina Maggetti,,,,,,,,,,,,,,,2:38.18
Matilde Campana,,,,,,2:32.29,,,,,,,,,
Lea Stäuble,,,,,,,,,,2:28.25,,,,,
Chloé Joray,,,,,,2:43.08,,,,,,,,,
Paola Stampanoni,2:34.89,2:33.24,,2:29.52,2:27.51,2:28.25,2:31.77,,,,,,,,
Nicole Flury,,,,,,,,,2:52.47,2:42.78,,,,,
Fabienne Meerstetter,2:28.30,2:24.49,2:27.48,,,2:27.81,,,,,,,,,
Marion Cochand,2:27.22,2:23.78,2:25.84,,,,,,,,,,,,
Clara Fiaux,,,,,,2:26.30,2:32.98,,,,,,,,
Janice Studler,,,,,,,,,,,2:42.49,2:31.04,2:30.19,2:27.76,2:28.71
Jeannine Metzger,,,,2:52.88,2:40.60,,2:32.42,2:28.78,,2:22.24,,,,,
Giulia Malacrida,,,,2:59.49,,,2:39.96,2:44.99,,2:44.24,2:48.40,,,,
Clarissa Küng,,,2:58.67,,,,,,,,,,,,
Dana Albisetti,,,,,2:52.93,,,,,,,,,,
Mara Eschler,,,,,,,,,,,3:22.52,,,,
Evelyne Dietschi,,,,,,,2:26.21,,,,,,,,
Vreni Christen,,2:45.43,,2:46.68,2:53.98,2:46.65,2:42.28,2:40.25,,2:48.13,2:41.16,2:47.65,2:48.68,2:48.18,2:51.40
Simona Tschofen,,,,,,,,,,,,,3:15.05,,
Franziska Renggli,2:38.02,2:36.81,2:44.86,,,,,,,,,,,,
Wanda Gysin,,,,2:36.26,2:30.57,,,,,,,,,,
Monika Bleiker,2:26.87,,,,,,,,,,,,,,
Sarah Mayer,,,,,,,,,,3:35.98,,,,,
Hannah Tebartz van Elst,,,,,,,,,,,2:16.24,,,,
Sabine Krähenbühl,2:31.81,2:35.62,2:33.15,2:33.33,2:32.62,2:28.43,2:27.99,2:26.56,,2:32.86,2:30.24,,,2:37.88,2:37.40
Ariane Lampert,,,,,,,,,,3:02.70,,,,,
Anuschka Hetzer,,,,,,,,,3:01.02,3:01.54,3:02.82,,,,
Sarah Meier,,,,,2:55.58,,,,,,,,,,
Amanda Köpfli,,,,2:38.10,,,,,,,,,,,
Tiffany Portmann,,,,,,,,,,,,2:47.09,,,
Susanne Rüegger,,,,2:25.68,,,,,,2:19.68,,,,,
Sina Holenstein,,,,,,,2:57.73,,,,,,,,
Noelle Berger,,,,,,,,,,,,,,2:47.53,2:49.54
Alina Felder,,,,,,,,,,,,2:31.25,2:27.95,,
Annabel Soares,,,,,,,,,,,,,2:18.08,2:15.79,
Célina Binkert,,,,,,,,,,,2:59.36,,3:08.02,,
Vivianne Rutz,,,,,,,,,,,,,,,2:32.19
Emilie Annen,,,,,,,,,,,4:08.28,,,,
Nora Meyer,,,,,,,,,,,2:41.21,,,,
Katharina Eigenmann,,,,,,,,,,,2:51.26,2:54.50,,,
Dominique Fausch,,,,2:56.16,,,,,,,,,,,
Sandra Baumann,2:54.76,,2:50.94,,,,,,,,,,,,
Shannon Keller,,,,,,,,2:56.19,,2:34.28,2:38.88,2:43.76,,,
Sabrina Hochuli,,,,,,,,,2:30.47,2:37.28,2:31.40,2:43.01,,2:26.06,2:36.68
Camille Hess,,,,,,,,,2:38.86,2:42.64,,,,,3:01.93
Agnés Sturner,,,,,,,,,2:25.30,2:18.80,2:24.55,2:25.16,,,
Lena Dysli,,,,,,,,,,,,,2:44.56,2:35.33,
Sandra Schlatter,2:36.65,,,,,,,,,,,,,,
Natalie Friedli,,2:33.31,,,,,,,,,,,,,
Nina Schulz,,,2:48.27,2:48.44,2:51.47,,,,,,,,,,
Isabelle Gysi,2:30.33,2:31.22,2:49.89,,,,,,,,,,,,
Stephanie Bräunlich,,,,,,,,,,,,,,2:42.40,
Livia Morgenthaler,,,,,,2:14.98,2:16.24,,,,,,,,
Barbara Kocher,,,2:32.18,,2:25.06,2:23.77,2:26.57,,,,,,,,
Yvette Meili,,,,,2:27.40,2:27.22,2:29.34,2:28.57,,2:27.68,,,,,
Tanja Ritter,,,,,,2:58.97,3:03.86,,,2:56.11,,,,,
Melanie Kunz,,,,,,3:01.54,,,,,,,,,
Chantal Fahrni,,,,,,,,,,,3:06.75,3:09.57,,,
Stefanie Wüest,,,,,,,,,,,,,3:05.00,,
Emmanuelle Burkhardt,,,,,,,,,,,,,,,2:38.34
Anna Bilgerig,,,,,,,,,,2:44.66,,,,,
Julia Mettler,,,,,,,3:09.87,2:53.49,,,,,,,
Luce Pieters,,,,,,,,3:02.32,2:51.97,,,,,,
Charline Kapeller,,,,,,,,,,3:06.18,,,,,
Céline Fassbind,,,,,,,,,,,,,2:44.23,,2:38.00
Sandra Bachmann,,2:39.43,2:39.40,,,,,,,,,,,,
Lea Imhof,,,,,,,2:32.10,2:26.65,2:28.27,,,,,,
Evelyne Coelho,3:00.15,2:45.31,,,,,,,,,,,,,
Fabienne Knill,,,,,,,,,,3:15.22,3:20.10,,,,
Corina Walti,,,,,,,,,,2:50.61,,2:45.01,,,
Roisin Graham,2:48.51,3:03.62,,,,,,,,,,,,,
Kathrin Tobler,2:39.32,2:38.22,,,,,,,,,,,,,
Sheila Schön,,,,,,,,2:21.19,2:19.31,2:18.27,2:18.75,,,,2:20.20
Alena Grogg,,,,,,,,,,,,,2:35.20,2:25.73,2:23.51
Jasleen Singh-Badwal,,,,,,,2:44.73,2:39.43,2:30.40,,,,,,
Cinzia Fani,,2:51.61,3:10.96,,,,,,,,,,,,
Célia Déglon,,,,,,,,,,,,,2:38.31,2:35.09,2:32.34
Oxana Mroczek,,,,,,,,2:33.87,2:29.90,2:29.06,2:22.26,,,,
Xenia Bucheli,,,,,,,,,,3:10.60,3:03.55,,,,
France Repond,2:38.28,,,,,,,,,,,,,,
Seraina Ummel,,,,,,2:33.49,2:34.12,,,,,,,,
Jil Haeusler,,,,,,,,2:41.98,,,,,,,
Silvia von Büren,,,,,,,,,,3:05.00,,,,,
Elisa Donati,,3:14.57,,,,,,,,,,,,,
Evelyne Steiner,,,,,,,,,2:38.79,,,,,,
Nathalie Aymon,,2:42.74,,,,,,,,,,,,,
Jacqueline Alemayehu,,,,,,,,,2:42.11,2:45.38,2:52.09,,,,
Sarah Girardin,,,,,,,,,,,,,,2:29.75,2:34.32
Morena Cavallasca,,,,,,,,,,,,,,2:38.70,
Andrea Schwaller,2:52.22,,,,,,,,,,,,,,
Melanie Tanner,,,,2:50.60,2:41.32,,2:41.59,2:46.88,,,,,,,
Elena Canonica,,,,,2:37.04,2:31.57,2:26.14,2:28.88,2:25.33,,,,,,
Sereina Emmenegger,,,3:04.40,,,,,,,,,,,,
Delia Durgauhee,,,,,,2:44.75,2:40.78,2:37.23,2:24.95,2:23.50,2:26.98,,,,
Mélanie Mayor,2:39.73,,,,,,,,,,,,,,
Nora Joy Schmid,,,,,,,,,,,2:40.80,2:35.63,,,
Fiona Gonzalez,,,,,,,,,,2:35.47,2:32.99,2:36.66,,,
Anna Hoch,,,,,3:20.78,,,,,,,,,,
Stefanie Hodel,,,,,,,,,,,,,2:58.37,,
Sadiye Eker,,,,3:18.34,,,,,,,,,,,
Sabrina Kreuzer,2:55.79,2:54.33,3:08.23,2:59.22,,,,,,,,,,,
Viviane Remy,,,,3:06.10,,,,,,,,,,,
Aarti Miescher,,,,,,,,,,,,,2:20.67,2:18.62,
Evelyne Müller,,,,,,,,,,,,3:01.40,,,
Siria Cariboni,,,,,,,,,,,,,2:31.51,2:20.15,2:17.95
Tabea Zehnder,,,,,,,,,,,,,,2:41.48,
Arianna Sclabas,,,,,,,2:24.96,,,2:32.78,,,,,
Nadine Rietmann,2:25.72,,2:30.32,2:23.95,2:27.34,2:23.24,,,,,,,,,
Tanja Surer,,,,3:19.20,,,,,,,,,,,
Eva Ravida,,,,,,,,,,,,,,2:46.63,
Livia Hutter,,,,,,,,,,,,,2:52.81,,
Melanie Röthlisberger,,,,,2:30.17,,,,,,,,,,
Andrine Baumgartner,,,,,,,,,,2:53.65,,,,,
Gioja Camenzind,,,,,,,,,,,,,2:48.74,,
Marigna Franck,,,2:26.57,2:25.80,2:24.59,2:24.14,,,,,,,,,
Fanny Sökeland,,,,,,,,,,,2:44.17,,,,
Noémie Vouillamoz,,2:30.49,2:29.70m,2:29.45,,2:45.91,,,,,,,,,
Viola Schön,,,,,,,2:28.59,2:21.69,2:27.88,2:22.72,2:19.60,2:25.42,,,
Veronica Vancardo,,,,,,,,,2:11.65,2:12.60,2:10.44,2:11.69,,,
Janina Hetzer,,,,,,,,2:57.35,3:11.07,3:14.79,3:14.02,,,,
Chantal Koller,,,,,3:14.18,3:26.40,3:05.20,3:14.99,,,,,,,
Tamara Roth,2:39.96,2:32.55,2:46.70,,,,,,,,,,,,
Céline Guex,,2:41.07,,,,,,,,,,,,,
Deborah Senn,,,,,,,,,,3:07.48,,,,,
Selina Schüpbach,,,,,,,,,,2:45.85,,,,,
Patricia Küttel,,,,,,,,,2:46.28,,,,,,
Celine Küttel,,,,,,,,,,,2:39.77,2:43.57,2:46.96,,
Anja Uebersax,,,,2:32.80,2:29.14,2:23.64,2:31.34,,,,,,,,
Sarina Suhner,,,,,,,,,,,2:44.00,,,,
Caroline Ramsauer,2:28.06,2:24.14,,2:26.05,2:36.78,,,,,,,,,,
Jule Ebenhög,,,,,,,,,,,2:46.75,2:46.28,,,
Miriam Wey,,2:42.93,,2:41.25,2:47.28,,,,,,,,,,
Stefanie Landolt,,,,,2:38.48,,,,,,,,,,
Julie Rouge,,,,,,,,,,,,,,,2:33.48
Melanie Schnyder,2:22.82,2:23.08,2:23.31,2:25.08,2:24.19,2:23.82,2:24.88,,,,,,,,
Aylin Küçük,2:38.05,,,2:41.07,,,,,,,,,,,
Marina Leyssing,,,,,,2:45.88,,,,,,,,,
Martina Bontognali,,2:36.31,2:36.35,2:36.40,,,,,,,,,,,
Alessia Dürr,,2:45.34,2:49.80,2:48.59,,,,,,,,,,,
Diane Lüthi,2:36.10,,,,,,,,,,,,,,
Arlette Meier-Hunger,,,,,2:13.27,,2:15.89,,2:18.56,,,,,,
Annabel Hayoz,,,2:28.17,,,,,,,,,,,,
Monika Vogel,2:08.78,2:08.84,2:07.89,2:05.33,2:03.45,2:04.57,2:05.87,,,,,,,,
Anaïs Gutknecht,,2:42.81,2:34.54,2:30.84,2:28.48,2:28.19,2:23.68,2:21.82,2:23.62,2:20.99,2:20.41,2:20.05,2:22.62,2:24.30,
Lisa Fercher,,,,,,,,,,,,,2:31.38,,
Emilia Gabaglio,,,,,,,,,,,,2:58.53,,,
Anna Lehmann,,,,,,,,,,,2:56.70,3:04.41,,,
Suna Graf,,,,,,,2:43.67,,,,,,,,
Carmen Wermelinger,,,,,,,,,,,3:11.36,,,,
Giulia Mazzotti,2:18.93,2:20.03,2:35.60,,,,,2:36.88,,,,,,,
Anja Pfyl,,,,,,,,,,,,2:44.61,2:46.90,2:46.90,
Sina Boss,,,,,,,2:29.53,2:35.52,,,,,,,
Shawna Küffer,,,,,,,,,,2:50.82,2:57.37,,2:57.21,,
Manon Nicolet,,,,,,,,,,,,,,2:44.83,
Nina Moser,,,,,,,2:29.09,,,,,,,,
Sandra Langenegger,2:50.99,,,2:51.12,,,,,,,,,,,
Murielle Brehm,,,,,,,,,,,,2:29.50,,,
Selina von Jackowski,,,,,,,,2:39.84,,,,2:26.20,,,
Lea Ehammer,,,,,,,,,,2:58.72,,,,2:36.92,2:44.71
Tarja Zuberbühler,,,,,,,,,,,3:10.00,,,,
Melissa Venzi,,,,,,,,,,,,,,,2:41.64
Sarina Kämpfer,,,,,,2:47.28,,2:58.86,2:45.66,,,2:42.64,2:40.06,2:45.22,
Julie Duc,,,,,,,,,,,2:52.65,2:42.10,,,
Gisèle Siegenthaler,,,,,,,,,,,,,,2:59.82,
Rahel Meier,2:50.09,2:42.89,2:55.55,,,,3:23.58,2:58.06,,,,,,,
Franziska Paech,,,,,,,,,2:44.99,2:40.55,2:34.26,,,,
Nicole Otter,2:18.64,,,,,,,,,,,,,,
Tatjana Putzi,,2:51.31,2:57.54,2:42.66,,,,,,,,,,,
Amanda Laroche,,3:12.96,,,,,,,,,,,,,
Lena Feigenwinter,,,,,,,,,,,,,2:32.92,,
Lisa Patocchi,,,,,,,,,,,,,2:53.72,,
Sandrine Simitsch,,,,,,,,,,,,,,,2:42.29
Selina Baumberger,2:39.57,2:27.56,,2:21.73,2:27.30,2:26.86,2:24.03,2:20.39,2:22.69,2:20.33,2:18.81,2:17.02,2:18.95,2:20.77,
Livia Gantert,,,,,2:50.40,2:44.79,2:50.73,,,,,,,,
Sarah Mullen,,2:48.61,,,,,,,,,,,,,
Laura Storrer,,,,,,2:38.91,,,,,,,,,
Sofia Pagnamenta,,,,,,,,,2:29.65,2:22.74,2:24.26,,,,
Nicole Egger,,,,,,,,,,,,,,2:11.11,
Marina Hemmi,,,,,,2:41.30,2:49.31,,,,,,,,
Sylvie Monnet,,2:33.64,2:33.40,2:31.65,2:36.75,2:36.65,,,,,,,,,
Michaela Buri,2:43.06,,,,,,,,,,,,,,
Julia Niederberger,,,,,,,,,,,2:34.88,2:30.53,,,
Sarina Christ,,,,,,,,,,,3:00.53,,,,
