Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Joaquim Jaeger,,,,,,,1:56.53,1:55.60,1:53.86,1:50.35,1:51.77,1:52.19,1:49.26,1:49.89,1:49.52
Marco Jenni,,,,,,2:33.03,2:19.18,2:14.20,2:10.51,2:08.14,,,,,
Blaise Keller,,,,2:18.36,,,,,,,,,,,
Kevin Vögeli,,,,,,,,,,,,2:14.49,2:07.65,2:15.94,
Matteo Payot,,,,,,,,,,,,,,,2:10.79
Ismaïl Sahbane,,,,,,,,,,,,2:11.27,2:05.51,2:00.73,
Felix Seid,,,,,,,,,,,,,2:29.74,,
Ueli Stähli,,,,,2:02.97,,,,,,,,,,
Charles Nguela,2:14.15,,,,,,,,,,,,,,
Florian Riedel,,,,2:04.21,1:59.82,1:59.76,1:58.95,1:58.89,2:03.20,1:59.63,,2:02.46,2:03.89,2:05.60,
Urs Affentranger,,,,,,,,2:08.71,,,2:03.98,,,,
Raphael Bieri,1:59.39,1:58.79,,,,,,,,,,,,,
Oliver Röder,,,,,,,,,,,,,2:32.07,,
Kevin Zeller,,,,,,,3:55.93,,,,,,,,
Mischa Thierstein,,,,,,,,,,,,2:38.79,,,
Anaël Cancela,,,,,,,,,,2:07.63,,2:05.63,,,
Tom Felber,,,,,,,,,,,,,2:05.07,2:07.67,
Laurent Schütz,,2:03.34,,,,,,,,,,,,,
Timo Heiniger,,,,,,,,2:05.67,,2:01.07,,,,,
Pascal Metzger,,,,,,,,,,2:25.56,2:20.79,2:23.59,,,
Patrick Würsten,,,,,,,,,,,,,2:20.89,,
Markus Hunziker,,2:03.39,2:02.49,,,,,,,,,,,,
Michael Curti,,,,,1:59.38,1:54.53,1:52.96,1:50.80,1:49.23,1:51.33,1:51.97,1:50.29,1:48.70,1:50.21,1:52.46
Marco Voser,,,,,,,2:10.53,,,,,,,,
Martin Gerber,,2:02.40,2:00.78,,,,,,,,,,,,
Elia Aeby,,,,,,,,,,,,,,,2:09.90
Frédéric Dumas,2:11.42,,,,,,,,,,,,,,
Christophe Stauffer,2:00.94,,,,2:04.83,,,,,,,,,,
Jonas Kowaleff,,,,,,,,,,,2:08.70,2:05.67,2:11.75,2:07.61,2:06.21
Benjamin Schärli,,,,,,,,,2:04.72,,,,,,
Simon Kälin,2:09.07,2:05.54,2:04.41,,,,,,,,,,,,
Manuel Beeler,2:07.11,2:03.86,2:03.80,1:59.27,2:03.40,,2:13.56,,,,,,,,
Nick Vokner,,,,3:02.29,,,,,,,,,,,
Alexandre Tautu,,,,,,,,,,,,,,,2:28.84
Douglas Kondro,,,,,,,,,2:03.18,,,,,,
Mario Hunziker,,,,,,,,,,,,,2:08.08,2:21.03,
Sullivan Brunet,2:00.95,1:57.89,1:57.13,2:00.61,1:58.68,1:58.79,1:59.11,,,,,,,,
Patrick Janser,,,,,,2:19.86,2:23.26,,,,2:05.38,2:02.02,2:00.37,2:02.28,
Mateo Reddy,,,,,,,,,,2:22.10,,,,,
Justin Crettenand,,,,,2:37.99,,,,,,,,,,
Geoffroy Brändlin,,,,,,,,,,,2:11.65,,,,
Timéo Beuchat,,,,,,,,,,,,,,,2:13.29
Arnau Albà,,,,,,,,,,,2:01.42,2:00.58,2:03.86,,
Sasha Pagani,,,,2:14.09,2:10.09,2:11.66,2:18.94,2:15.34,2:10.61,2:07.87,2:05.99,2:07.25,2:10.71,,
Marco Gnos,1:55.35,1:51.05,1:52.82,,,2:00.02,2:02.26,,,,,,,,
Riccardo Jung,,,,,,2:07.65,,,,,,,,,
David Terbois,,,,,,,,2:21.25,2:13.66,,,,,,
Athos Taminelli,,,2:14.25,2:02.19,,,2:01.68,2:01.45,,,,,,,
Tobias Bontorno,,,,,,,,,,,,,,,2:02.42
Nils Strassmann,,,,,,,,,,,,,2:16.85,,
Marc Lenhard,,,,,,,,,,,,,,,2:56.87
Janik Niederhauser,,,2:05.94,2:01.84,,2:01.30,2:02.43,,2:04.90,2:05.87,,,,,
Jan Freuler,,,,2:31.78,,,,,,,,,,,
Christian Wüst,,,,,,2:07.41,2:04.87,2:09.19,,,,,,,
Emmanuel Repond,,,,,,2:14.26,2:21.22,,,,,,,,
Joy Heinrich,,,,,,2:13.19,,,,,,,,,
Simon Weiss,,,,,,,,,2:09.05,,2:12.03,,,,
Christian Oberbichler,,,,,,,,,,,2:00.35,2:06.30,,,
Roger Riegendinger,,1:56.06,1:58.28,2:02.00,2:05.03,2:00.27,,,,,,,,,
Aaron Kartje,,,,,,,,,,,2:17.47,2:15.64,,,
Jan Wyler,,,,3:04.77,,,,,,,,,,,
Marco Kim,,,,2:00.94,,1:58.89,1:59.86,2:01.80,,2:04.63,2:04.41,2:07.88,,,
Enea Iten,,,,,,,,,,,,,2:11.01,,
Jérémie Juvet,2:14.53,,,,,,,,,,,,,,
Cian Ehrismann,,,,,,,,,,,,,,,2:14.16
Lionel Schneider,,,,,,,,,,,,,,2:11.25,
Jonas Thürig,2:06.28,,,,,,,,,,,,,,
Nicolas Roditscheff,,,,,2:00.56,2:00.94,,2:01.97,,,,,,,
Fabio Vogel,,,,,,,,,,,,,,2:08.02,
Thomas Bättig,,2:13.81,,2:21.87,,,,,,,,,,,
Sämi Duss,,,,,,,,,,,2:09.38,2:06.39,1:56.42,1:55.48,
Mario Bünter,,,,,,,,2:14.23,,,,,,,
Louis Bischofberger,,,,,,,3:32.08,,,,,,,,
Arnaud Monney,,,,,,,,,,,,,,,2:08.21
Flavio Ranzoni,,,,,,,,,2:07.93,2:06.04,,,,,
Fridolin Rüegg,2:10.69,,,,,,,,,,,,,,
Christian Grossenbacher,,,1:54.78,,,,,,,,,,,,
David Simonet,,,,,,,,,,,2:16.71,,2:09.46,2:10.12,
Aurelien Bringard,,,,2:23.92,,,,,,,,,,,
Gian Luca Rüedi,,,,,,,,,,,2:24.97,2:13.64,,,
Mirko Blättler,,,,,,,2:03.62,2:00.66,1:58.86,1:57.62,,,,,
Kevin Meierhofer,,2:07.65,,,1:57.02,,,,,,,,,,
Peter Grimm,2:00.92,2:01.90,2:07.82,2:02.30,,2:07.23,,,,,,,,,
Pierre Surdez,,,,,2:23.34,,,,,,,,,,
Daniele Romelli,,,,,,,,,,2:24.00,2:09.15,,2:03.46,2:02.25,2:05.57
Antoine Métrailler,,,,,,,,,2:06.70,2:08.23,,,,,
Sydney Jäger,,,,,,,,,,,,2:07.63,2:05.39,2:01.65,
Gian Cavegn,,,,,,,,,,,,2:38.42,2:33.44,2:24.51,
Shawn Mundy,,,,,,,,,,,3:30.00,,,,
Adrian Hänni,2:03.04,,,,,,,,,,,,,,
Michael Plüss,2:03.09,,,,2:03.30,,,,,,,,,,
Nicolas Jaunin,,,,,,,,,,2:24.45,,,,,
Mario Schär,2:00.31,2:09.11,,,,,,,,,,,,,
Jan Matter,,,,,,,,,,2:26.83,,,,,
Linus Bernhard,,,,,,,,,,,2:16.40,2:05.07,2:06.55,2:03.92,2:01.75
Kai Meier,,,,,,,2:57.15,,,,,,,,
Cornel Stucki,,,2:18.90,,2:10.25,,,,,,,,,,
Philipp Stöckli,,,,,,,,,,,,2:23.19,,,
Robin Buri,,,,,,,,2:26.39,,2:15.81,2:05.76,2:06.87,,2:09.51,
Eric Jakober,,,,,,,,,,,,,,,2:00.15
Markus Christen,1:51.92,,1:55.59,2:00.34,,,,,,,,,,,
Adan Cabdi Maxamed,,,,,,,,,,,,,,2:07.42,
Simon Schmid,2:09.32,2:06.02,,,2:08.26,2:10.56,2:07.86,,2:11.50,,,,,,
Gian Baumann,,,,,,,,,,,,2:13.90,2:14.19,2:11.89,
Alessio Casalini,,,,,,,,2:07.37,,,,,,,
Noah Friedlin,,,,,,2:12.19,,,,,,,,,
Davide Bianchini,,,,,,,,,2:47.60,,,,,,
Michael Kolly,,,2:02.97,,2:04.63,,,,,,1:59.12,,,,
Rolf Fölmli,,,,,,,2:25.69,,2:28.79,2:23.91,,,,2:46.12,2:46.53
Samuel Vock,,,2:09.07,2:00.16,,,,,,,,,,,
Yann Jean-Mairet,,,,,2:22.63,2:18.66,2:12.81,,,,,,,,
Janic Wyss,,,,,,,,,2:17.00,2:18.18,,,,,
Kenny Othenin-Girard,,,,,2:22.04,,,,,,,,,,
Jamiro Passamonti,,,,,,,,,,2:46.62,,2:34.28,,,
Lennart Horn,,,,,,,,,,,,,,2:14.45,
Marc Hegner,2:07.52,,,,,2:09.72,2:09.72,,2:21.14,,,,,,
Fedi Jemli,,,2:02.72,,,,,,,,,,,,
Christoph Wanner,1:59.59,1:57.91,,,2:00.46,,,,,,,,,,
Dennis Sutter,,,,,,,,,,,,,1:57.86,1:55.45,1:52.79
Robert Bader,,,,,,2:15.25,,,,,,,,,
Laurent Schaller,2:06.46,2:03.64,2:02.75,1:58.71,1:57.87,,1:56.55,1:57.45,,1:59.85,2:00.77,,,,
Tobias Heiri,,,,,,,,,2:22.00,2:25.72,2:18.58,,,,
Tedros Sium,,,,,,,,,,,,2:11.01,,,
Colin Chiriwacho,,,,,,,,,,,,,,2:03.48,2:01.80
Patrick Balmer,2:05.53,2:08.04,,,,,,,,,,,,,
Dominic Lokinyomo Lobalu,,,,,,,,,,,,,,,1:55.47
Solal Calderon,,,,2:13.54,,,,,,,,,,,
Yassine Dhif,2:05.58,,2:10.39,,,,,,,,,,,,
Michael Wüest,2:13.52,,,,,,,,,,,,,,
Marco Kubli,,,,2:09.91,2:02.70,2:06.98,2:09.32,2:11.74,,2:06.50,2:04.91,,,,
Kolbjörn Aase,,,,,,,,,,,2:32.09,,,,
Davide Lucchina,,,,,,2:12.57,2:13.13,,,,,,,,
Jonas Fahrni,,2:00.90,2:00.17,1:57.89,1:57.18,1:55.88,1:57.74,,,,,,,,
Moriz Kellenberger,,,,,,,,,,,2:56.88,,,,
Léon Dietrich,,,,,,,,,,,,2:03.35,1:59.30,1:56.11,1:57.61
Günther Sulzbacher,,,,,,,,6:28.03,,,,,,,
Silvan Göldi,,,,,,,,2:02.28,1:59.85,2:00.74,1:59.72,1:57.68,1:56.10,1:55.54,1:57.64
Jonas Konrad,,,,,,,,,2:22.21,,,,,,
Frederic Cugny,1:58.13,,,,,,,,,,,,,,
Oliver Nahon,,,2:14.71,2:07.31,2:06.47,2:06.09,,,,,,,,,
Marco Meier,,2:06.20,,,,,,,,,,,,,
Baptiste Pugin,,,,,,,,,2:14.90,,,,,,
Markus Dasen,,,,2:05.76,2:04.48,2:04.19,2:03.41,,2:05.90,,,,,,
Luca Desgalier,,,,2:10.90,2:05.58,2:02.72,2:07.62,1:59.07,,,2:02.47,2:07.52,2:10.88,,
Mathieu Benninghoff,,,,,,,,,,,,,2:05.86,2:02.78,
Zeno Kaufmann,,,,,,,,,,,,,2:24.20,,
Roger Schlumpf,2:11.20,,2:11.71,2:10.87,,,,,,,,,,,
Dominik Schär,,,,,,,,,,,2:19.26,2:03.34,2:10.68,2:16.68,
Quentin Egger,,,,,,,,,,,,,2:11.89,2:04.14,2:06.90
Silvan Aeschlimann,,,,,2:11.70,2:04.97,2:03.20,2:06.90,2:00.03,1:57.85,1:59.84,,,,
Nicolas Garnier,,,,2:06.43,2:00.99,1:59.42,,,,,,,,,
Thomas Steimen,,,,,,,,,,,,,2:21.18,2:12.76,
Martin Gasser,,2:16.88,,,,,,,,,,,,,
Daniel Streuli,1:54.10,1:52.42,,,,,,,,,,,,,
Nico Lenggenhager,2:07.00,,2:02.26,,,,,,,,,,,,
Albert Wambua Frank,,2:18.33,,,,,,,,,,,,,
Raffael Huber,,,,2:02.81,,,,1:58.66,,,,,,,
Kenan Calisici,,,2:14.26,,,,,,,,,,,,
Philippe Lindenmann,2:06.53,,,,,,,,,,,,,,
Kilian Heller,2:15.30,,,,,,,,,,,,,,
Rubens Tiago von Mühlenen,,,,,,,,,,2:10.99,,,,,
Lorenzo Martinoli,,,,,,,,,,,,,2:18.78,,
Philippe Kitsos,2:01.51,2:04.35,2:16.99,2:14.99,,,,,,,,,,,
Reto Schneider,,2:12.84,2:05.15,,,,,,,,,,,,
Denton Widmer,,,,,,2:06.83,,,,,,,,,
Fabian Kreienbühl,,,,1:56.92,1:54.93,1:54.53,,,,,,,,,
Safras Mohamed Rawfal,,,,,,,,,,,,,,2:01.19,
Yannick Jabas,2:05.51,,,,,,,,,,,,,,
Mattia Verzaroli,,,,,,,,,,,2:12.16,2:04.96,2:01.49,2:01.35,2:04.04
Dominik Meier,1:55.69,,,,,,,,,,,,,,
Elpidio Janiello,,,3:14.27,,,,,3:34.58,,,,,,,
Joël Andenmatten,,,,,,,,,,,,,,2:05.42,
Marco Odermatt,,,,,,,,,2:14.96,2:13.85,2:08.22,2:05.39,,,
Jonas Hassane,,,,,,,,,,,2:55.78,,,,
Martin Plana,1:59.31,1:58.63,,1:59.96,,,,,1:59.52,,,,,,
Jan Baumann,,,,,,,,,,,,,,,2:14.39
Andrea Lazzarotto,,,,,,,,,,,,,2:10.84,2:19.59,2:13.73
Pascal Pauli,2:10.39,2:05.15,,,,,,,,,,,,,
Leonard Fontannaz,,,,,,,,,,,,2:18.68,,2:06.70,2:02.45
Aurel Hiltmann,,,,,,,,,,,2:13.42,2:05.06,2:03.44,1:58.26,2:02.00
Severin Kurt,,,,,,,2:02.68,2:05.64,,,,,,,
Timon Koch,,,,,,,,,2:10.65,,2:05.51,2:02.21,2:00.06,,1:59.90
Johnny Balasubramaniam,1:56.24,,1:57.51,1:55.31,,,,,,,,,,,
Adrian Caaveiro,2:07.08,2:01.58,1:59.61,1:58.66,1:59.59,1:56.34,,,,,,,,,
Kidane Tewelde Kiflezghi,,,,,,,,,,,2:06.31,2:00.70,2:00.43,,
Jordi Fronzaroli,,,,,2:09.87,,,,,,,,,,
Luca Lehmann,,,,,,,,,,,,,2:09.57,,
Julien Andrey,,2:02.58,,,,,,,,,,,,,
Benjamin Alquier,,,,,,,,,,,,,,,1:55.75
Fabian Jordan,,,,2:17.34,,,,,,,,,,,
Christian Brucherseifer,,,,,,,,,,,,,2:09.71,,
Axel Sutter,,,,,,,,,,2:17.76,,,,,
Mischa Lubasch,,,,,,,,,,1:58.56,1:58.34,1:55.84,,,
Phanit Hüttenmoser,,,,,2:20.02,,,,,,,,,,
Felix Gassner,,,,,,3:33.22,3:13.36,3:10.54,,,,,,,
Hans Haldi,,,,,,,,2:47.55,,,,,,,
Silvan Bartholdi,,,,,,,,,2:20.78,,2:08.61,2:00.77,2:02.03,2:01.57,
Kevin Hangartner,,,,,2:02.00,2:02.33,,,,,,,,,
Ivan Pollmann,,,,,,,,,,,,,,,2:06.34
Jonas Allemann,,2:08.59,,,,,,,,,,,,,
Patrik Vögele,,,,,,,,,,,,,2:17.84,2:18.09,
Stefan Baumann,,,,,,,,,,,2:11.09,,,,
Vincent Bettosini,,,,,,,,,,,,2:43.97,2:29.21,,2:27.96
Justin Rohrer,,,,,,,3:22.45,,,,,,,,
Marc Witschi,2:04.28,,,,,,,,,,,,,,
Roman Meier,,,2:14.51,2:15.68,,,,,,,,,,,
William Wragg,,,,,,,,,,,,,,2:11.04,2:09.85
Kishoth Kanthepan,,,,,,,,,,,2:28.61,,,,
Andreas Kempf,1:57.47,1:56.49,1:58.31,1:57.53,1:53.86,1:53.86,,,1:58.13,,,,,,
Andrea Furlan,,,2:00.85,1:54.91,1:53.62,1:58.43,,,,,,,,,
Pino Pilotto,,2:46.56,,,2:50.54,,2:52.25,2:49.63,,,,,,,
Yannick Wey,,,,,,2:05.10,2:00.91,2:00.13,1:59.45,2:05.72,2:06.32,,,,
Raphael Kulka,,,,,,,,,,2:09.91,,,,,
Gian Marco Meier,1:54.16,1:59.25,1:56.10,1:57.35,1:58.56,,,,,,,,,,
Christian Houlmann,,,,,,,,,,2:38.85,,,2:46.91,,2:50.83
Marco Ciaccia,,,,,,,,2:15.00,,,,,,,
Fabian Büchler,,,,2:31.67,,,,,,,,,,,
Joel Hutter,,,,,,,,,,2:16.47,,,,,
Pascal Isenschmid,2:03.81,,,,,,,,,,,,,,
Philip Holzer,,2:00.24,,,,,,,,,,,,,
Jonas Küttel,,,,,,,,,,,,2:25.54,2:30.66,2:26.27,
Mario Arcari,2:14.52,,,,,,,,,,,,,,
Christoph Rathgeb,,1:56.70,2:01.88,1:59.91,1:58.23,,,,,,,,,,
David Beck,,,,,,,,,,2:15.75,2:08.91,,,,
Severin Schöb,,,2:10.88,2:05.43,,,,,,,,,,,
Bruno Bachmann,,2:01.57,,,,,,,,,,,,,
Ayoub Tabet,,,,,,,,,,,,,,2:04.46,2:05.41
Björn Schräder,,,,,,,,2:06.46,,,,,,,
Michael Kurth,,,2:13.64,,,,,,,,,,,,
Jérôme St-Phor,2:26.01,2:20.12,,,,,,,,,,,,,
Lukas Arnold,,,,,2:11.28,,2:07.38,2:05.88,,2:02.95,,,,,
Andreas Truttmann,,,2:25.47,,,,,,,,,,,,
Jan Müller,,,,2:37.24,2:23.04,,,,,,,,,,
Leon Berthold,,,,,,,,,,,,,2:00.74,1:54.54,1:53.60
Dylan Ritzmann,,,,,,,,,,,,,,,2:06.85
Emilio Graf,,,,,2:15.03,,,,,,,,,,
Andri Müller,,,,,,,,,,,,,2:11.18,2:06.81,
Lukas Geissbühler,2:00.90,1:58.38,1:55.04,1:53.66,1:53.17,1:53.77,,1:55.29,1:57.07,,,,,,
Arnold Rüdisüli,,2:02.77,2:04.34,2:07.23,,,2:13.91,,,,,,,,
Remo Wyss,1:57.77,1:55.78,2:02.19,,,,,2:07.13,,,,,,,
Jakob Strähl,,,,,,2:14.27,,,,,,,,,
Corentin Bugnon,,,,,,2:23.79,2:18.61,,,,,,,,
Florian Liechti,,,,,,,2:23.34,2:21.57,,,,,,,
Marcel Horat,,,,,,,,,,,,,2:36.38,,
Gabrio Marioni,,,,,,,,,,2:32.84,,,,,
Silvan Scheuchzer,,,,,,,2:14.34,,,,,,,,
Joel Schnell,,,2:06.24,2:05.49,,,,,,,2:17.62,,,,
Olivier Lichtenthaler,2:04.78,,,,,,,,,,,,,,
Ramon Wipfli,,,,,,,,,,,,,,1:59.54,1:55.09
Silvan Lang,,,,,,,,,,,2:01.18,1:59.35,,,
Julius Schwan,2:13.27,,,,,,,,,,,,,,
Dano Zulauf,,,,,,,,,,2:13.43,2:11.44,,,,
Ueli Albert,1:50.89,1:48.52,1:48.46,,,,,,,,,,,,
Luca Corthésy,,,,,,,,,,,,1:58.96,1:53.82,1:52.77,1:56.66
Dominik Schwab,,2:18.55,,,,,,,,,,,,,
Matteo D'Anna,,,,,,2:20.67,2:19.00,2:22.89,2:15.07,2:00.47,2:02.43,,,,
Jean-Félix Houriet,2:37.52,2:25.47,2:15.06,2:11.26,,,,,,,,,,,
Jordan Herdy Ngom,,,,,,,,2:18.64,,,,,,,
Stéphane Repond,,2:07.32,2:02.08,,,,,,,,,,,,
Lukas Nielen,,,,,,,2:07.89,,2:15.78,,,,,,
Philipp von Arx,,,,,,,,2:10.31,,,,,,,
Gian Rieder,,,,,,,,,,,,,,2:17.68,
Silvan Lutz,,,,2:00.22,,,,,,1:55.15,2:00.05,,,,
Yann Renaud,,,,,,2:12.27,2:10.45,2:09.81,,,,,,,
Nicolas Truijens,,,,,,,,,,3:19.69,,,,,
Adrian Binggeli,,,,,,2:09.60,,2:07.95,,,,,,,
Jan Stutz,1:59.11,1:57.66,2:03.43,2:10.81,,,,,,,,,,,
Ivo Becker,,,,,,,,,,2:04.55,1:59.79,1:57.61,,1:57.71,
Stefan Gasser,,,,,2:29.62,,,,,,,,,,
Benedikt Willauer,,,,,,2:08.68,2:13.65,2:03.86,2:05.71,,,,,,
Ramón Christen,,,,,,,,,,,,,,,2:14.61
Jann Tscharner,1:53.00,1:56.77,1:56.81,1:52.56,1:55.83,1:56.08,,1:58.52,,1:56.43,1:59.38,,,2:04.34,
Billy Moullet,2:19.15,,,,,,,,,,,,,,
Fabian Wiederkehr,2:05.81,,,,,,,,,,,,,,
Martin Knill,1:51.67,1:51.21,1:51.81,1:51.88,,1:53.51,1:52.57,1:52.64,1:53.80,,,,,,
Jan Ruffieux,2:07.74,,2:09.99,,,,,,,,,,,,
Joris Husser,1:56.28,1:55.07,1:57.71,,,,,,,,,,,,
Oliver Steck,,,2:12.12,2:04.98,,2:02.91,,,,,,,,,
Gwenaël Décaillet,,,,,,,,,,,,,2:22.59,,
Paul Hügli,1:57.11,,,,,,,,,,,,,,
Urs Marty,,,,,,2:04.31,2:02.14,,2:07.38,,,,,,
Kye Murrell,,,,,,,,2:16.69,,2:10.01,,,,,
Jonathan Colombini,,,,,,,,,,,,2:01.91,2:00.49,,
Pascal Rast,,,,,,,,2:13.22,,,,,,,
Nicolas Wermeille,,,,,,2:17.63,,,,,,,,,
Yannick Zeller,,,,,,,,2:49.63,,,2:23.34,2:19.19,2:20.29,,
Lukas Fendt,2:17.10,2:19.95,,,,,,,,,,,,,
Nicola Fattorini,,,,,,,,,,,,,,,2:10.66
Thomas Beauvir,,,,,,,,,,,,,,,2:08.84
Raffael Nussbaumer,,,,,,,,,2:15.86,,,,,,
Gabriel Willauer,2:09.33,2:00.27,1:58.71,1:58.43,1:58.44,1:56.10,1:54.76,1:56.82,1:56.19,,,,,,
Jan Hendrik Neiser,,,2:11.76,,,,,,,,,,,,
Fabio Hauenstein,,,,,,,,,,,,,,2:08.67,2:06.54
Sam Shapiro,,2:29.34,,,,,,,,,,,,,
Seya Gull,,,,,,,,,,,,,,,2:05.12
Patrick Schlumpf,2:12.48,,,,,,,,,,,,,,
Fausto Santini,,,,,,,,,2:00.57,,,,,,
Ralf Oberholzer,2:09.49,2:09.15,,,,,,,,,,,,,
Manuel Weibel,,,,,,,,,,,,,2:08.78,,
Adrien Tamone,,,,,,,,,,,2:19.44,2:13.76,2:08.07,,
Nolan Hoffmeyer,2:18.55,,,,,,,,,,,,,,
Urs Fröhlich,,2:04.41,,,,,,,,,,,,,
Simon Waldis,1:59.09,1:58.02,,,,,,,,,,,,,
Tom Hofstetter,,,,,,,3:05.02,,,,,,,,
Christian Niederberger,1:47.89,1:49.14,1:47.80,1:48.91,1:49.47,1:52.09,,,,,,,,,
Célien Gigandet,,,,,2:12.12,,,,,,,,,,
Cyrill Zeller,,,,,,,,3:53.47,,,,,,,
Noah Renggli,,,,,,,,,,,,,,,2:30.30
Basil Schneiter,,,,,,2:23.38,,,,,,,,,
Luca Moser,,,,,,,,,,,,,,2:10.83,2:03.14
Aziim Malik,,,,,,2:24.78,,,,,,,,,
Sylvain Egger,,2:13.14,,,,,,,,,,,,,
Florian Lussy,,,,2:07.18,2:00.85,1:56.79,1:56.66,1:56.89,,1:56.06,,,,,
Simon Meier,,,,,,2:53.95,2:42.19,,,,,,,,
Dario Muffler,,,,,,2:12.11,2:05.58,2:04.68,,2:06.23,,2:05.50,,,
Samuel Raschle,,,,,,,,,,,3:15.60,,,,
Benoit Wenger,,,,,,,,,,,,,,2:09.47,2:00.71
Jonas Koller,,,,,,,3:09.82,3:06.51,,,,,,,
Nicolas Vaudan,,,,,,,,,,,2:07.30,,,,
David Burgener,,,,,,,,,,,2:04.21,2:00.45,1:57.37,1:55.40,2:00.70
Eduardo Oliveira,,,,1:57.19,,,,,,,,,,,
Yanneck Hofstetter,,,,3:06.14,,,,,,,,,,,
Martin Röthlisberger,2:03.11,,,,,,,,,,,,,,
Martin Moser,,,,,,,,,,,,2:09.79,,,
Benjamin Rérat,,,,,,,,,,2:20.25,2:24.91,,,,
Silvain Gertsch,1:58.53,,,,,,,,,,,,,,
Matthias Arteaga Mateo,,,,,,,,,,,2:14.70,,,,
Nino Steffen,,,,,,,,,,,,2:29.41,2:19.46,2:17.26,2:17.93
Raphael Date,,,,2:43.60,,,,,2:10.15,,,,,,
Martin Schneider,,,2:12.99,,,,,,,,,,,,
Florian Schaller,,,,2:08.66,,,,,,,,,,,
Nicolas Neuner-Jehle,,,,,,,,,,,,,2:31.61,,
Lionel Spitz,,,,,,,,,,,,,1:57.90,1:58.91,1:53.02
Martin Masserey,,,,,,,,,,,,,2:04.25,,
Martin Barrett,,,,,,,,2:22.34,,2:08.72,2:01.52,,,2:02.88,
Michael Aebischer,,,2:12.86,,,,,,,,,,,,
Matteo Romano,,,,,,,,,,,,,2:05.92,,
Simon Praz,,,2:09.79,2:04.07,2:07.63,,,,,,,,,,
Serge Kaufmann,,,,,,,,,,,,,2:23.47,,
Johannes Goedejohann,,,,,,,,,,,,2:03.69,,,
Silas Zurfluh,,,,,,,,,,,,1:57.06,,1:52.54,1:52.33
Julien Isenring,1:49.01,1:49.94,,,,,,,,,,,,,
Alexander Deiss,,,,,,,,,2:23.25,,,,,,
Christian Kuonen,,,,,,,2:09.26,,,,,,,,
Thomas Spichtig,2:01.82,,,,2:03.18,,,,,,,,,,
Marco Raith,2:10.47,,,,,,,,,,,,,,
Vincent Riser,,,,,,,,2:15.22,2:12.88,2:14.68,,,2:07.04,,
Daniel Graf,2:08.75,,,,,,,,,,,,,,
Jacques Louw,,,,,,,2:18.00,,,,,,,,
Urs Hans,,,,2:23.40,,,,,,,,,,,
Christian Vetsch,,,,,3:14.15,,,,3:24.86,,,,,,
Raphael von Vivis,,,2:19.65,2:20.11,,,,,,,,,,,
Célien Melly,,,,,,,,,,2:17.58,,,,,
Paolo Graifemberg,2:11.96,,2:15.61,2:18.94,2:18.25,2:17.04,2:20.37,2:24.60,2:22.05,2:25.75,2:26.44,2:35.23,,2:37.57,
Kilian Schmucki,,,,,,,,2:11.77,2:11.35,,,,,,
Michael Köpfli,1:56.96,1:59.76,,,,,,,,,,,,,
Aarno Liebl,,,,,,,,,,,,,,2:03.61,
Bastian Carrard,2:10.20,2:11.98,2:23.86,2:19.80,,,,,,,,,,,
Thomas Schlittler,,2:00.88,,,,,,,,,,,,,
Jemal Hamed,2:08.87,,,,,,,,,,,,,,
Enrique Huber,,,,,,,,,,,,2:16.28,,,
Thomas Koller,,,,3:09.67,2:58.40,,,,,,,,,,
Jack Ayrey,,,,,,,,,2:08.84,2:09.67,2:03.01,,,,
Livio Scheuch,,,,,,,,2:14.91,2:09.45,2:08.85,2:09.80,,,,
Pascal Kühne,,,,,,2:02.46,1:57.23,1:56.78,1:55.59,,,,,,
Ramon Schnyder,,,,,,,2:18.84,2:09.96,,2:07.89,,1:59.20,1:58.90,1:57.62,
Giulian Guidon,,,,,,,,,,,,,,,2:03.98
Kevin Bühler,,,,2:04.87,1:57.92,2:00.40,1:58.57,,,,,,,,
Roland Siegert,,2:04.55,,,,,,,,,,,,,
Christian Ackeret,,,2:09.35,2:05.39,,,,,,,,,,,
Josua Robert,,,,,,,2:05.23,2:00.10,,,,,,,
Nicolas Bocherens,,,,,,1:53.69,1:52.36,1:52.00,1:51.59,,,,1:58.09,,
Michael Schnell,,,,,,,2:13.61,,,,,,,,
Michael Notter,,2:26.30,,,,,,,,,,,,,
Fabien Flageolet,2:32.98,,,,,,,,,,,,,,
Georg Schärer,1:57.01,1:56.44,,1:59.75,,,,,,,,,,,
Christopher Fronebner,,,,,,,,,2:11.49,2:08.81,,,,,
Toto Notari,,2:14.68,2:17.54,,,,,,,,,,,,
Jean-Luc Hofer,,2:10.65,2:11.93,2:09.00,,,,,,,,,,,
Christian Mani,,1:58.15,,,,,,,,,,,,,
Laurin Rüdisüli,,,,,,,,,2:00.65,1:57.16,1:57.17,1:55.88,1:55.63,,1:59.08
Michael Huber,2:05.19,2:02.89,1:59.48,,,2:01.59,,,,,,,,,
Silas Bruderer,,,,,,,,,2:17.68,2:10.99,2:06.22,2:04.24,2:01.86,2:03.20,
Patrick Kobler,,,,,,2:13.88,,,,,,,,,
Kevin Paratte,,,,,,,,,,2:01.07,,,,,
Lukas Hügli,,,,,,,,,,,,,2:15.69,2:13.53,2:09.50
